"","country","edu2","continent","gii","Men","Women","diff"
"36","Denmark","Low","Europe & North America",0.0620000008493662,11.7937583318969,13.4590587277084,0.876269178290818
"37","Denmark","High","Europe & North America",0.0620000008493662,21.6708964224555,15.2317138358172,1.42274839562024
"38","Dominican Republic","Low","Latin America",0.497500002384186,43.1269069754052,23.864396217419,1.80716522565638
"39","Dominican Republic","High","Latin America",0.497500002384186,28.1879406078747,46.9310681417788,0.60062431399854
"40","Estonia","Low","Europe & North America",0.222500003874302,49.3755419439761,39.7418349382205,1.24240720190025
"41","Estonia","High","Europe & North America",0.222500003874302,28.977221978938,54.622526810432,0.530499478347161
"42","Finland","Low","Europe & North America",0.0769999995827675,33.9187587330561,15.3939841415567,2.20337752859515
"43","Finland","High","Europe & North America",0.0769999995827675,24.6507359643462,29.3376342493714,0.840242800588952
"44","France","Low","Europe & North America",0.161999993026257,39.9981197887675,35.3654813277501,1.13099322523238
"45","France","High","Europe & North America",0.161999993026257,30.4543328308649,30.8030179404156,0.988680164059732
"46","Gabon","Low","Africa",0.600499987602234,53.9291348266477,18.8678962106561,2.85824843557227
"47","Gabon","High","Africa",0.600499987602234,28.785358099859,31.3175424731717,0.919144857056333
"48","Gambia","Low","Africa",0.706000000238419,37.8430810648833,0.751040407276213,50.3875433308951
"49","Gambia","High","Africa",0.706000000238419,61.9145010476721,17.0699425843228,3.62710657881972
"50","Georgia","Low","FSU",0.401500001549721,70.9972108718983,71.9114811338764,0.987286171170971
"51","Georgia","High","FSU",0.401500001549721,72.7657839739771,79.4668888628937,0.915674251442281
"52","Germany","Low","Europe & North America",0.114500001072884,38.0856441835901,21.5959019411021,1.76355885887331
"53","Germany","High","Europe & North America",0.114500001072884,34.0455965556024,28.76317306119,1.18365232108345
"54","Ghana","Low","Africa",0.588499993085861,54.4571491930954,15.1142486018914,3.60303384094666
"55","Ghana","High","Africa",0.588499993085861,57.1738278147067,25.5863875560371,2.23454083502368
"56","Guatemala","Low","Latin America",0.566500008106232,63.167709569829,70.4924693102049,0.896091599399888
"57","Guatemala","High","Latin America",0.566500008106232,65.5629057832315,71.8200205244191,0.912877848049901
"58","Guinea","Low","Africa",0.677500009536743,37.9607729580478,14.3658415435623,2.64243294365578
"59","Guinea","High","Africa",0.677500009536743,43.6295237197886,16.9148241004376,2.57936609099352
"60","Guyana","Low","Latin America",0.528499990701675,50.4019677511252,39.8146965024567,1.2659136494489
"61","Guyana","High","Latin America",0.528499990701675,46.7280514261069,51.5614233323951,0.906259920810769
"62","Honduras","Low","Latin America",0.501499995589256,51.7536728030252,53.4668562417313,0.967958029345122
"63","Honduras","High","Latin America",0.501499995589256,48.5721511255435,63.8272946504139,0.760993418122705
"64","Hungary","Low","Europe & North America",0.265500001609325,54.9352916372842,42.8681257503323,1.28149506598987
"65","Hungary","High","Europe & North America",0.265500001609325,46.6958175092432,38.0614679588305,1.2268527729869
"66","India","Low","Asia",0.622999995946884,26.9954755292227,19.8510351282901,1.35990266274583
"67","India","High","Asia",0.622999995946884,29.3366847184387,30.3605303240599,0.9662770842705
"68","Indonesia","Low","Asia",0.534500002861023,0,35.8957629002408,0
"69","Indonesia","High","Asia",0.534500002861023,0,41.6003654283863,0
"70","Ireland","Low","Europe & North America",0.182500004768372,55.6938341540076,38.5964496588805,1.44297816628824
"71","Ireland","High","Europe & North America",0.182500004768372,35.1107037102044,34.3357604475338,1.02256956748795
"72","Italy","Low","Europe & North America",0.154500003904104,53.2200287839465,42.3212910251757,1.25752375446882
"73","Italy","High","Europe & North America",0.154500003904104,42.1656689656135,38.5095055734958,1.09494184196003
"74","Ivory Coast","Low","Africa",0.668999999761581,53.4879799332891,14.6947826451109,3.63992998229785
"75","Ivory Coast","High","Africa",0.668999999761581,57.2379885263378,40.2329419512585,1.4226647555548
"76","Kazakhstan","Low","FSU",0.327500000596046,55.1580831403388,68.8798356012798,0.80078709042845
"77","Kazakhstan","High","FSU",0.327500000596046,64.5653413550448,73.6819256298479,0.876271090951102
"78","Kenya","Low","Africa",0.642500013113022,57.0774244413285,24.0892074508941,2.36941894239074
"79","Kenya","High","Africa",0.642500013113022,62.702364447481,68.0915232296317,0.920854189676793
"80","Kyrgyzstan","Low","FSU",0.414499998092651,43.8572749369048,24.291170656322,1.80548214647245
"81","Kyrgyzstan","High","FSU",0.414499998092651,29.8859388579449,43.2108716551885,0.691630085512436
"82","Lesotho","Low","Africa",0.57150000333786,74.3787705141009,23.9360958647233,3.10738939777223
"83","Lesotho","High","Africa",0.57150000333786,58.6919864910092,30.4987336959485,1.92440732379672
"84","Liberia","Low","Africa",0.671000003814697,38.9410568236375,9.41457569386309,4.13625192360196
"85","Liberia","High","Africa",0.671000003814697,72.3612382006151,80.9392628908452,0.894018991724716
"86","Lithuania","Low","FSU",0.206000007688999,58.289594172108,58.9167030124378,0.989356009276395
"87","Lithuania","High","FSU",0.206000007688999,48.940867970095,63.8612097006927,0.766362995619297
"88","Madagascar","Low","Africa",0.620000004768372,28.6989893059177,13.1574952364463,2.18118941258831
"89","Madagascar","High","Africa",0.620000004768372,39.0923102618502,34.5646719807891,1.13099034423291
"90","Malawi","Low","Africa",0.638999998569489,66.9706347916308,8.02219607539843,8.34816728015521
"91","Malawi","High","Africa",0.638999998569489,57.4399104757098,11.8176068560247,4.86053658541084
"92","Maldives","Low","Asia",0.452500000596046,42.9245203011508,32.4780142029547,1.3216485476272
"93","Maldives","High","Asia",0.452500000596046,37.2985909149199,24.1704159519677,1.54315056013272
"94","Mali","Low","Africa",0.668000012636185,34.4412215660246,5.01756597262394,6.86412929175966
"95","Mali","High","Africa",0.668000012636185,27.3857317363951,22.877591749379,1.19705483148761
"96","Mauritania","Low","Africa",0.700500011444092,71.2508165165701,47.8431783856991,1.48925758949719
"97","Mauritania","High","Africa",0.700500011444092,64.3747230156392,26.5694875588106,2.42288161836573
"98","Mozambique","Low","Africa",0.580000013113022,18.3452315394926,5.19555306835333,3.53094873599412
"99","Mozambique","High","Africa",0.580000013113022,37.7006318119469,27.7109120042641,1.36049769152837
"100","Namibia","Low","Africa",0.520500004291534,86.6305413882103,67.9570319070444,1.27478406512381
"101","Namibia","High","Africa",0.520500004291534,72.6687715663532,60.2470108038563,1.20618053239086
"102","Nepal","Low","Asia",0.590499997138977,0,31.275523959735,0
"103","Nepal","High","Asia",0.590499997138977,27.3218634288532,41.0647278222218,0.665336527911144
"104","Netherlands","Low","Europe & North America",0.0760000012814999,37.3187356937289,26.3445124315369,1.41656581387534
"105","Netherlands","High","Europe & North America",0.0760000012814999,28.252250612729,21.2773312106071,1.32780988052885
"106","Nicaragua","Low","Latin America",0.544500008225441,28.2866900638682,32.9036570966863,0.859682252971112
"107","Nicaragua","High","Latin America",0.544500008225441,82.9109375245732,65.588112058975,1.26411532397856
"108","Niger","Low","Africa",0.743000000715256,38.4942181148182,14.0980181558075,2.73047017597725
"109","Niger","High","Africa",0.743000000715256,29.3360895919243,45.3853487117172,0.646377970526654
"110","Norway","Low","Europe & North America",0.0859999991953373,36.4461240500219,21.4306387874461,1.70065504866667
"111","Norway","High","Europe & North America",0.0859999991953373,24.0060780255283,30.483278397815,0.787516280638929
"112","Peru","Low","Latin America",0.470500007271767,47.4027442085282,67.4883265016864,0.702384348015263
"113","Peru","High","Latin America",0.470500007271767,66.1651442283709,88.0196689061487,0.751708624340768
"114","Philippines","Low","Asia",0.481000006198883,66.7284219358942,65.191927113366,1.0235687897346
"115","Philippines","High","Asia",0.481000006198883,55.5491788948586,64.0682854619075,0.867030832718099
"116","Poland","Low","Europe & North America",0.182500004768372,59.2054164265611,51.9559514959702,1.13953098195407
"117","Poland","High","Europe & North America",0.182500004768372,68.3733875699676,30.3707579088326,2.25129013161976
"118","Portugal","Low","Europe & North America",0.160999998450279,42.7004263115923,48.2368100895875,0.885224919149653
"119","Portugal","High","Europe & North America",0.160999998450279,48.5311140591399,37.8875983673999,1.28092347233331
"120","Republic of Moldova","Low","FSU",0.340000003576279,27.8160555245713,26.6824400048467,1.04248545183719
"121","Republic of Moldova","High","FSU",0.340000003576279,26.1350511781115,25.0781261431087,1.04214529542484
"122","Romania","Low","Europe & North America",0.395999997854233,48.5271662617415,30.5579883409079,1.58803536804739
"123","Romania","High","Europe & North America",0.395999997854233,40.4441632333164,42.2450037966988,0.957371513752281
"124","Russia","Low","FSU",0.355000004172325,32.3025874301638,41.0630478290455,0.7866583007829
"125","Russia","High","FSU",0.355000004172325,46.2138360354348,48.1663341452282,0.959463427216479
"126","Rwanda","Low","Africa",0.506500005722046,50.0409541934868,65.4793819554118,0.764224595576699
"127","Rwanda","High","Africa",0.506500005722046,51.5458861017288,41.0276067208564,1.25637077620532
"128","Senegal","Low","Africa",0.622500002384186,46.4016695210403,34.2308055488343,1.35555295229155
"129","Senegal","High","Africa",0.622500002384186,65.0858755219999,46.7096855517636,1.39341283832604
"130","Sierra Leone","Low","Africa",0.674499988555908,58.9055988099328,11.136967424167,5.28919557420172
"131","Sierra Leone","High","Africa",0.674499988555908,69.0676533204256,19.1571557883049,3.60531876880128
"132","Slovakia","Low","FSU",0.208999998867512,75.5491778212523,64.6455815245063,1.16866730934445
"133","South Africa","Low","Africa",0.449499994516373,79.2446050210121,51.5572901559384,1.53702036668978
"134","South Africa","High","Africa",0.449499994516373,57.0179888907999,49.3695321560526,1.15492260916249
"135","Spain","Low","Europe & North America",0.116999994963408,34.5522110531949,31.8291583829479,1.08555214176526
"136","Spain","High","Europe & North America",0.116999994963408,39.3543667368424,37.3386557979133,1.05398456092899
"137","Swaziland","Low","Africa",0.590999990701675,63.3743132558137,19.6171064884543,3.23056375786678
"138","Swaziland","High","Africa",0.590999990701675,66.8065288503424,37.4460663372242,1.78407334561419
"139","Sweden","Low","Europe & North America",0.0559999998658895,40.9117170829419,23.5949539716085,1.73391807130332
"140","Sweden","High","Europe & North America",0.0559999998658895,29.048827306495,11.3450757253993,2.56047892580043
"141","Switzerland","Low","Europe & North America",0.0800000000745058,10.4393161327399,26.074391725134,0.400366621886603
"142","Switzerland","High","Europe & North America",0.0800000000745058,18.4179266944776,12.4598894427478,1.47817737702301
"143","Tanzania","Low","Africa",0.610499978065491,40.4596136372464,14.1586354294752,2.85759272768747
"144","Tanzania","High","Africa",0.610499978065491,58.9110059677212,25.7419748406645,2.2885192893072
"145","The UK","Low","Europe & North America",0.194499999284744,22.3972470383705,17.3631407308864,1.28993062865229
"146","The UK","High","Europe & North America",0.194499999284744,21.4712982624842,17.0141760829221,1.26196520817931
"147","The US","Low","Europe & North America",0.261500000953674,27.0195168766687,17.8547223364166,1.51329807137687
"148","The US","High","Europe & North America",0.261500000953674,28.9938049203186,28.5787382854387,1.01452361649889
"149","Togo","Low","Africa",0.643500000238419,65.2481806332184,21.0335325726413,3.10210281643741
"150","Togo","High","Africa",0.643500000238419,43.6180170189345,33.7833112990583,1.29111136066021
"151","Turkey","Low","Europe & North America",0.487499982118607,0,29.3429861449277,0
"152","Turkey","High","Europe & North America",0.487499982118607,0,65.6520813550346,0
"153","Uganda","Low","Africa",0.600499987602234,39.4583309235,23.8420372306604,1.65498990466961
"154","Uganda","High","Africa",0.600499987602234,100,34.8133753378264,2.87245919218138
"155","Ukraine","Low","FSU",0.340999990701675,45.8535361279214,36.1030950316833,1.27007216660182
"156","Ukraine","High","FSU",0.340999990701675,22.4589398625903,27.0716262791813,0.82961177252442
"157","Zambia","Low","Africa",0.617000013589859,68.744948165871,12.4324590268217,5.52947313299492
"158","Zambia","High","Africa",0.617000013589859,62.2548860206675,49.6112401041934,1.254854462213
"159","Zimbabwe","Low","Africa",0.608500003814697,35.449184688289,37.6278758695912,0.942099012209644
"160","Zimbabwe","High","Africa",0.608500003814697,42.2729851452339,49.4529924425288,0.854811469586214
