"","country","sex","continent","gii","Low","High","diff"
"65","Hungary","Men","Europe & North America",0.265500001609325,54.9352916372843,46.6958175092432,1.17644993850702
"66","Hungary","Women","Europe & North America",0.265500001609325,42.8681257503322,38.0614679588305,1.12628671591703
"67","India","Men","Asia",0.622999995946884,26.9954755292227,29.3366847184387,0.920195168210521
"68","India","Women","Asia",0.622999995946884,19.8510351282901,30.3605303240598,0.653843490756114
"69","Indonesia","Men","Asia",0.534500002861023,0,0,NA
"70","Indonesia","Women","Asia",0.534500002861023,35.8957629002408,41.6003654283863,0.86287133611925
"71","Ireland","Men","Europe & North America",0.182500004768372,55.6938341540075,35.1107037102043,1.58623520091456
"72","Ireland","Women","Europe & North America",0.182500004768372,38.5964496588805,34.3357604475338,1.12408897184197
"73","Italy","Men","Europe & North America",0.154500003904104,53.2200287839465,42.1656689656135,1.26216493392641
"74","Italy","Women","Europe & North America",0.154500003904104,42.3212910251757,38.5095055734958,1.09898297562936
"75","Ivory Coast","Men","Africa",0.668999999761581,53.4879799332891,57.2379885263377,0.934483920738704
"76","Ivory Coast","Women","Africa",0.668999999761581,14.6947826451109,40.2329419512586,0.365242558272604
"77","Kazakhstan","Men","FSU",0.327500000596046,55.1580831403389,64.5653413550448,0.854298637360633
"78","Kazakhstan","Women","FSU",0.327500000596046,68.8798356012799,73.6819256298482,0.934826757206479
"79","Kenya","Men","Africa",0.642500013113022,57.0774244413285,62.7023644474811,0.910291421133504
"80","Kenya","Women","Africa",0.642500013113022,24.0892074508941,68.0915232296317,0.353776891870309
"81","Kyrgyzstan","Men","FSU",0.414499998092651,43.8572749369048,29.8859388579449,1.46748861213191
"82","Kyrgyzstan","Women","FSU",0.414499998092651,24.291170656322,43.2108716551885,0.562154146071368
"83","Lesotho","Men","Africa",0.57150000333786,74.3787705141008,58.6919864910092,1.26727301222791
"84","Lesotho","Women","Africa",0.57150000333786,23.9360958647233,30.4987336959485,0.784822612746804
"85","Liberia","Men","Africa",0.671000003814697,38.9410568236375,72.3612382006152,0.538148016700278
"86","Liberia","Women","Africa",0.671000003814697,9.41457569386309,80.9392628908452,0.116316548453865
"87","Lithuania","Men","FSU",0.206000007688999,58.289594172108,48.9408679700949,1.1910208500537
"88","Lithuania","Women","FSU",0.206000007688999,58.9167030124378,63.8612097006926,0.922574177479115
"89","Madagascar","Men","Africa",0.620000004768372,28.6989893059176,39.0923102618502,0.734133877319722
"90","Madagascar","Women","Africa",0.620000004768372,13.1574952364463,34.5646719807891,0.380663101439503
"91","Malawi","Men","Africa",0.638999998569489,66.970634791631,57.4399104757099,1.16592512483026
"92","Malawi","Women","Africa",0.638999998569489,8.02219607539845,11.8176068560247,0.678834232102473
"93","Maldives","Men","Asia",0.452500000596046,42.9245203011509,37.29859091492,1.1508349041674
"94","Maldives","Women","Asia",0.452500000596046,32.4780142029548,24.1704159519677,1.34370936220114
"95","Mali","Men","Africa",0.668000012636185,34.4412215660245,27.3857317363951,1.25763378892129
"96","Mali","Women","Africa",0.668000012636185,5.01756597262396,22.8775917493789,0.219322297014071
"97","Mauritania","Men","Africa",0.700500011444092,71.25081651657,64.3747230156395,1.10681356251055
"98","Mauritania","Women","Africa",0.700500011444092,47.8431783856991,26.5694875588106,1.80068126190992
"99","Mozambique","Men","Africa",0.580000013113022,18.3452315394926,37.7006318119469,0.48660276122161
"100","Mozambique","Women","Africa",0.580000013113022,5.19555306835333,27.710912004264,0.18749123332909
"101","Namibia","Men","Africa",0.520500004291534,86.6305413882101,72.6687715663533,1.1921288817867
"102","Namibia","Women","Africa",0.520500004291534,67.9570319070444,60.2470108038564,1.1279735044165
"103","Nepal","Men","Asia",0.590499997138977,0,27.3218634288532,0
"104","Nepal","Women","Asia",0.590499997138977,31.275523959735,41.0647278222218,0.761615274674013
"105","Netherlands","Men","Europe & North America",0.0760000012814999,37.3187356937289,28.2522506127291,1.32091195867118
"106","Netherlands","Women","Europe & North America",0.0760000012814999,26.3445124315368,21.2773312106071,1.23814928530152
"107","Nicaragua","Men","Latin America",0.544500008225441,28.2866900638682,82.9109375245733,0.341169583994687
"108","Nicaragua","Women","Latin America",0.544500008225441,32.9036570966863,65.588112058975,0.501671050801099
"109","Niger","Men","Africa",0.743000000715256,38.4942181148181,29.3360895919242,1.31217959347298
"110","Niger","Women","Africa",0.743000000715256,14.0980181558075,45.3853487117172,0.310629279183389
"111","Norway","Men","Europe & North America",0.0859999991953373,36.4461240500219,24.0060780255282,1.51820401530249
"112","Norway","Women","Europe & North America",0.0859999991953373,21.4306387874461,30.483278397815,0.703029329974634
"113","Peru","Men","Latin America",0.470500007271767,47.4027442085282,66.1651442283707,0.71643075461177
"114","Peru","Women","Latin America",0.470500007271767,67.4883265016861,88.0196689061487,0.766741426551443
"115","Philippines","Men","Asia",0.481000006198883,66.7284219358943,55.5491788948586,1.20124947413166
"116","Philippines","Women","Asia",0.481000006198883,65.1919271133661,64.0682854619077,1.0175381882527
"117","Poland","Men","Europe & North America",0.182500004768372,59.2054164265612,68.3733875699675,0.865913164913402
"118","Poland","Women","Europe & North America",0.182500004768372,51.9559514959701,30.3707579088327,1.71072291484895
"119","Portugal","Men","Europe & North America",0.160999998450279,42.7004263115923,48.5311140591399,0.879856709235185
"120","Portugal","Women","Europe & North America",0.160999998450279,48.2368100895876,37.8875983673998,1.27315565430752
"121","Republic of Moldova","Men","FSU",0.340000003576279,27.8160555245713,26.1350511781116,1.06431991791421
"122","Republic of Moldova","Women","FSU",0.340000003576279,26.6824400048467,25.0781261431088,1.06397263705362
"123","Romania","Men","Europe & North America",0.395999997854233,48.5271662617415,40.4441632333163,1.19985586008531
"124","Romania","Women","Europe & North America",0.395999997854233,30.5579883409078,42.2450037966988,0.723351534964136
"125","Russia","Men","FSU",0.355000004172325,32.3025874301638,46.2138360354349,0.698980872425207
"126","Russia","Women","FSU",0.355000004172325,41.0630478290455,48.1663341452283,0.852525909595582
"127","Rwanda","Men","Africa",0.506500005722046,50.0409541934867,51.5458861017288,0.970804034578588
"128","Rwanda","Women","Africa",0.506500005722046,65.4793819554116,41.0276067208563,1.59598346549728
"129","Sao Tome and Principe","Men","Africa",0.574499994516373,53.2078061560812,51.1804350168641,1.03961222952773
"130","Sao Tome and Principe","Women","Africa",0.574499994516373,0,0,NA
"131","Senegal","Men","Africa",0.622500002384186,46.4016695210402,65.0858755219998,0.712929942923728
"132","Senegal","Women","Africa",0.622500002384186,34.2308055488343,46.7096855517635,0.732841703909563
"133","Sierra Leone","Men","Africa",0.674499988555908,58.9055988099328,69.0676533204253,0.852868107978888
"134","Sierra Leone","Women","Africa",0.674499988555908,11.136967424167,19.1571557883049,0.581347646134712
"135","Slovakia","Men","FSU",0.208999998867512,75.5491778212523,73.817384183005,1.02346051214649
"136","Slovakia","Women","FSU",0.208999998867512,64.6455815245062,NA,NA
"137","South Africa","Men","Africa",0.449499994516373,79.2446050210123,57.0179888908,1.38981760954039
"138","South Africa","Women","Africa",0.449499994516373,51.5572901559383,49.3695321560526,1.04431393015778
"139","Spain","Men","Europe & North America",0.116999994963408,34.5522110531949,39.3543667368424,0.87797654792011
"140","Spain","Women","Europe & North America",0.116999994963408,31.8291583829479,37.3386557979132,0.852445212682957
"141","Swaziland","Men","Africa",0.590999990701675,63.3743132558136,66.8065288503425,0.948624548324947
"142","Swaziland","Women","Africa",0.590999990701675,19.6171064884543,37.4460663372241,0.523876294823348
"143","Sweden","Men","Europe & North America",0.0559999998658895,40.9117170829419,29.048827306495,1.40837757928336
"144","Sweden","Women","Europe & North America",0.0559999998658895,23.5949539716085,11.3450757253993,2.07975288510275
"145","Switzerland","Men","Europe & North America",0.0800000000745058,10.4393161327399,18.4179266944776,0.566801915650474
"146","Switzerland","Women","Europe & North America",0.0800000000745058,26.074391725134,12.4598894427478,2.09266637917967
"147","Tanzania","Men","Africa",0.610499978065491,40.4596136372464,58.9110059677214,0.686792102301142
"148","Tanzania","Women","Africa",0.610499978065491,14.1586354294752,25.7419748406645,0.550021337411489
"149","The UK","Men","Europe & North America",0.194499999284744,22.3972470383705,21.4712982624842,1.04312495521075
"150","The UK","Women","Europe & North America",0.194499999284744,17.3631407308864,17.0141760829221,1.02051022901512
"151","The US","Men","Europe & North America",0.261500000953674,27.0195168766687,28.9938049203186,0.931906555587456
"152","The US","Women","Europe & North America",0.261500000953674,17.8547223364165,28.5787382854387,0.624755444347722
"153","Togo","Men","Africa",0.643500000238419,65.2481806332184,43.6180170189345,1.49589974722818
"154","Togo","Women","Africa",0.643500000238419,21.0335325726413,33.7833112990583,0.622601271570071
"155","Turkey","Men","Europe & North America",0.487499982118607,0,0,NA
"156","Turkey","Women","Europe & North America",0.487499982118607,29.3429861449277,65.6520813550344,0.446946776694652
"157","Uganda","Men","Africa",0.600499987602234,39.4583309235,100,0.394583309235
"158","Uganda","Women","Africa",0.600499987602234,23.8420372306604,34.8133753378263,0.684852790035415
"159","Ukraine","Men","FSU",0.340999990701675,45.8535361279213,22.4589398625904,2.04166075551496
"160","Ukraine","Women","FSU",0.340999990701675,36.1030950316833,27.0716262791813,1.33361382354215
"161","Zambia","Men","Africa",0.617000013589859,68.744948165871,62.2548860206675,1.1042498438283
"162","Zambia","Women","Africa",0.617000013589859,12.4324590268217,49.6112401041933,0.250597626681195
"163","Zimbabwe","Men","Africa",0.608500003814697,35.449184688289,42.2729851452338,0.83857774809371
"164","Zimbabwe","Women","Africa",0.608500003814697,37.6278758695911,49.4529924425288,0.760881677955483
