"","country","sex","edu2","n_total","n_childless","n_niu","n","continent","p_childless","p_niu","gii"
"204","Namibia","Women","Low",1055.91636172682,34.1138063594699,23.1827302724123,4,"Africa",3.23072997028676,67.9570319070444,0.520500004291534
"205","Nepal","Men","High",675.428091943264,15.4694170355797,4.22653299570084,4,"Asia",2.29031294672285,27.3218634288532,0.590499997138977
"206","Nepal","Men","Low",545.558609351515,6.03384988009929,0,4,"Asia",1.10599480544749,0,0.590499997138977
"207","Nepal","Women","High",1130.26905585825,54.5848840624094,22.4151340723037,4,"Asia",4.82937082807785,41.0647278222218,0.590499997138977
"208","Nepal","Women","Low",2459.56459197402,49.738812059164,15.5560740828514,4,"Asia",2.02226085956312,31.275523959735,0.590499997138977
"209","Netherlands","Men","High",1515.48057142244,414.744098046316,117.174541981548,4,"Europe & North America",27.3671669480417,28.2522506127291,0.0760000012814999
"210","Netherlands","Men","Low",1544.80658947596,455.043262971977,169.816392600632,4,"Europe & North America",29.4563258644786,37.3187356937289,0.0760000012814999
"211","Netherlands","Women","High",1624.26963311392,386.802773506789,82.3013072508539,4,"Europe & North America",23.8139509365353,21.2773312106071,0.0760000012814999
"212","Netherlands","Women","Low",1376.00781336687,223.730639541965,58.9407461472899,4,"Europe & North America",16.2594018266896,26.3445124315368,0.0760000012814999
"213","Nicaragua","Men","High",107.241100788116,3.52090698480606,2.91921699047089,4,"Latin America",3.28316938089117,82.9109375245733,0.544500008225441
"214","Nicaragua","Men","Low",81.2991087138653,4.92848408222198,1.39410501718521,4,"Latin America",6.06216250115107,28.2866900638682,0.544500008225441
"215","Nicaragua","Women","High",540.005708873272,35.2354926466942,23.1102944016457,4,"Latin America",6.52502224841538,65.588112058975,0.544500008225441
"216","Nicaragua","Women","Low",536.29035025835,16.2033721804619,5.33150202035904,4,"Latin America",3.02138052132696,32.9036570966863,0.544500008225441
"217","Niger","Men","High",357.077430799603,21.2597490698099,6.23677903413772,4,"Africa",5.95382044230659,29.3360895919242,0.743000000715256
"218","Niger","Men","Low",1156.63963991404,23.7063420414925,9.12557101249695,4,"Africa",2.0495875485691,38.4942181148181,0.743000000715256
"219","Niger","Women","High",414.773331686854,22.610495120287,10.261852055788,4,"Africa",5.4512895099431,45.3853487117172,0.743000000715256
"220","Niger","Women","Low",2793.83449925482,35.9087781310082,5.06242606043816,4,"Africa",1.2852865171715,14.0980181558075,0.743000000715256
"221","Norway","Men","High",696.125243776994,136.49566245859,32.7672552312707,4,"Europe & North America",19.6079173509065,24.0060780255282,0.0859999991953373
"222","Norway","Men","Low",1392.58833935672,263.165653684308,95.9136805988341,4,"Europe & North America",18.8975913589706,36.4461240500219,0.0859999991953373
"223","Norway","Women","High",837.566867174894,110.001281754715,33.5319969584547,4,"Europe & North America",13.1334328118481,30.4832783978149,0.0859999991953373
"224","Norway","Women","Low",1161.36609763881,130.341368908304,27.9329879613511,4,"Europe & North America",11.2231077842984,21.4306387874461,0.0859999991953373
"225","Peru","Men","High",52.5518718063831,14.6783251166344,9.71193498373032,4,"Latin America",27.9311176026494,66.1651442283707,0.470500007271767
"226","Peru","Men","Low",34.3248340934515,3.48812499642372,1.65346696972847,4,"Latin America",10.1621030036943,47.4027442085282,0.470500007271767
"227","Peru","Women","High",651.62349870801,82.5189137160778,72.6328746378422,4,"Latin America",12.663587774181,88.0196689061487,0.470500007271767
"228","Peru","Women","Low",693.506831407547,18.2968249022961,12.3482209295034,4,"Latin America",2.63830492702728,67.4883265016861,0.470500007271767
"229","Philippines","Men","High",503.920758008957,66.785150796175,37.0986028909683,4,"Asia",13.2531057184566,55.5491788948586,0.481000006198883
"230","Philippines","Men","Low",441.660624265671,57.3457948863506,38.2659439742565,4,"Asia",12.9841311938769,66.7284219358943,0.481000006198883
"231","Philippines","Women","High",1587.34920302033,205.197019547224,131.466212242842,4,"Asia",12.9270244478521,64.0682854619077,0.481000006198883
"232","Philippines","Women","Low",1416.86842113733,72.3787349760532,47.185092151165,4,"Asia",5.10835966814436,65.1919271133661,0.481000006198883
"233","Poland","Men","High",290.804361546037,40.0099861406164,27.3561828906139,4,"Europe & North America",13.758385853605,68.3733875699675,0.182500004768372
"234","Poland","Men","Low",462.657599462794,87.9007221677963,52.0419886013984,4,"Europe & North America",18.9990875044224,59.2054164265612,0.182500004768372
"235","Poland","Women","High",339.416893019109,49.5109720317717,15.0368574540792,4,"Europe & North America",14.5870677182188,30.3707579088327,0.182500004768372
"236","Poland","Women","Low",441.062961716717,38.6096302154789,20.0600007475276,4,"Europe & North America",8.75376841102265,51.9559514959701,0.182500004768372
"237","Portugal","Men","High",98.1134076396638,17.7741422909238,8.62598926824204,4,"Europe & North America",18.1159157739195,48.5311140591399,0.160999998450279
"238","Portugal","Men","Low",128.966392131794,22.7054149534216,9.69530898092703,4,"Europe & North America",17.6056836033828,42.7004263115923,0.160999998450279
"239","Portugal","Women","High",124.772884751938,21.6653415994514,8.20847761012534,4,"Europe & North America",17.3638219894686,37.8875983673998,0.160999998450279
"240","Portugal","Women","Low",147.881687113259,11.0044638730777,5.30820233983377,4,"Europe & North America",7.44139730070136,48.2368100895876,0.160999998450279
"241","Republic of Moldova","Men","High",250.686770886183,21.2999199628829,5.56674498319626,4,"FSU",8.49662704082361,26.1350511781116,0.340000003576279
"242","Republic of Moldova","Men","Low",289.279486477375,30.2307130694389,8.40899193286896,4,"FSU",10.4503480138068,27.8160555245713,0.340000003576279
"243","Republic of Moldova","Women","High",959.001373469829,51.2341632246971,12.8485680818558,4,"FSU",5.34244941061172,25.0781261431088,0.340000003576279
"244","Republic of Moldova","Women","Low",1037.88100621104,39.0535760223865,10.4204469919205,4,"FSU",3.76281826034741,26.6824400048467,0.340000003576279
"245","Romania","Men","High",585.305978417397,107.422593533993,43.4461690783501,4,"Europe & North America",18.3532370238985,40.4441632333163,0.395999997854233
"246","Romania","Men","Low",553.829469561577,110.755256533623,53.7463874816895,4,"Europe & North America",19.9980793043207,48.5271662617415,0.395999997854233
"247","Romania","Women","High",579.243778109551,68.5586279630661,28.9625949859619,4,"Europe & North America",11.8358850891446,42.2450037966988,0.395999997854233
"248","Romania","Women","Low",553.152924239636,45.089772939682,13.7785275578498,4,"Europe & North America",8.15141183636739,30.5579883409078,0.395999997854233
"249","Russia","Men","High",980.836776227781,108.254863638794,50.0287251824159,4,"FSU",11.0369906861704,46.2138360354349,0.355000004172325
"250","Russia","Men","Low",1047.27457809018,157.291963341957,50.8093739791567,4,"FSU",15.0191713455697,32.3025874301638,0.355000004172325
"251","Russia","Women","High",1284.93381847193,94.4473449686682,45.4918237689052,4,"FSU",7.35036650222088,48.1663341452283,0.355000004172325
"252","Russia","Women","Low",1255.15988171546,76.010834964545,31.212365516748,4,"FSU",6.05586874404071,41.0630478290455,0.355000004172325
"253","Rwanda","Men","High",760.400369182229,21.9868701696396,11.3333270549774,4,"Africa",2.89148599352803,51.5458861017288,0.506500005722046
"254","Rwanda","Men","Low",850.833466514946,21.5606638491154,10.7891619205475,4,"Africa",2.53406391469636,50.0409541934867,0.506500005722046
"255","Rwanda","Women","High",1318.82433608919,38.1653584837914,15.6583331823349,4,"Africa",2.89389249496002,41.0276067208563,0.506500005722046
"256","Rwanda","Women","Low",1173.33752796054,29.3276467174292,19.2035618126392,4,"Africa",2.49950640958409,65.4793819554116,0.506500005722046
"257","Sao Tome and Principe","Men","High",280.881446748972,12.1578122228384,6.22242118418217,4,"Africa",4.32844972979081,51.1804350168641,0.574499994516373
"258","Sao Tome and Principe","Men","Low",254.853274628521,28.6534330695868,15.2458631247282,4,"Africa",11.2431096329261,53.2078061560812,0.574499994516373
"259","Sao Tome and Principe","Women","High",300.122746065259,2.54850789904594,0,4,"Africa",0.849155198150757,0,0.574499994516373
"260","Sao Tome and Principe","Women","Low",400.183677360415,2.56718897819519,0,4,"Africa",0.641502670755638,0,0.574499994516373
"261","Senegal","Men","High",453.781605787575,64.0357524156571,41.6782301068306,4,"Africa",14.1115795790175,65.0858755219998,0.622500002384186
"262","Senegal","Men","Low",588.724383771419,25.6486032605172,11.9013801217079,4,"Africa",4.35664021527527,46.4016695210402,0.622500002384186
"263","Senegal","Women","High",667.486167654395,79.8621240556241,37.3033470213413,4,"Africa",11.9646110924316,46.7096855517635,0.622500002384186
"264","Senegal","Women","Low",1080.46149742603,38.4486126825213,13.1612698435783,4,"Africa",3.55853612313968,34.2308055488343,0.622500002384186
"265","Sierra Leone","Men","High",858.135692000389,18.1454941332341,12.5326669812202,4,"Africa",2.11452504567609,69.0676533204253,0.674499988555908
"266","Sierra Leone","Men","Low",1278.54091900587,12.1351809501648,7.14830100536347,4,"Africa",0.949142946445586,58.9055988099328,0.674499988555908
"267","Sierra Leone","Women","High",592.286044254899,13.3615401983261,2.55969107151031,4,"Africa",2.25592690017457,19.1571557883049,0.674499988555908
"268","Sierra Leone","Women","Low",2108.26627096534,33.478611305356,3.72850203514099,4,"Africa",1.58796883327392,11.136967424167,0.674499988555908
"269","Slovakia","Men","High",41.4261200478309,6.25532933813444,4.61752048944292,4,"FSU",15.0999643000889,73.8173841830049,0.208999998867512
"270","Slovakia","Men","Low",81.31739342528,17.6574428478479,13.3400528958066,4,"FSU",21.7142263224075,75.5491778212523,0.208999998867512
"271","Slovakia","Women","Low",80.5438929394033,6.98491129075756,4.51543652288112,4,"FSU",8.67217989576518,64.6455815245062,0.208999998867512
"272","South Africa","Men","High",719.479955710471,77.1804385781288,44.0067338943482,4,"Africa",10.7272534787873,57.0179888908,0.449499994516373
"273","South Africa","Men","Low",424.983715139329,56.214511886239,44.5469679087401,4,"Africa",13.2274508136881,79.2446050210123,0.449499994516373
"274","South Africa","Women","High",1664.33823540062,96.9421321600675,47.8598771095276,4,"Africa",5.82466532932429,49.3695321560526,0.449499994516373
"275","South Africa","Women","Low",821.330787226558,42.9724561572075,22.1554339081049,4,"Africa",5.23205227729444,51.5572901559383,0.449499994516373
"276","Spain","Men","High",503.526891922225,146.305469404179,57.5775909853793,4,"Europe & North America",29.0561381628803,39.3543667368424,0.116999994963408
"277","Spain","Men","Low",664.475267981707,132.785315519546,45.8802624659642,4,"Europe & North America",19.9834850020635,34.5522110531949,0.116999994963408
"278","Spain","Women","High",907.180573081813,190.651866506612,71.1868442072008,4,"Europe & North America",21.0158674208534,37.3386557979132,0.116999994963408
"279","Spain","Women","Low",1085.76466149317,139.532079974002,44.4118867299467,4,"Europe & North America",12.8510426727385,31.8291583829479,0.116999994963408
"280","Swaziland","Men","High",373.894497714937,20.9065659940243,13.9669510424137,4,"Africa",5.59156824232374,66.8065288503425,0.590999990701675
"281","Swaziland","Men","Low",365.216838933527,34.9266158640385,22.1345029473304,4,"Africa",9.56325452189663,63.3743132558136,0.590999990701675
"282","Swaziland","Women","High",528.250600911677,26.8052800297737,10.0375229418278,4,"Africa",5.07434917887686,37.4460663372241,0.590999990701675
"283","Swaziland","Women","Low",562.198598615826,21.665294982493,4.25010398775339,4,"Africa",3.85367288994219,19.6171064884543,0.590999990701675
"284","Sweden","Men","High",89.4456137008269,19.9553732578573,5.79680191604146,4,"Europe & North America",22.3100635483402,29.048827306495,0.0559999998658895
"285","Sweden","Men","Low",135.682770505907,22.777260462516,9.31856835966934,4,"Europe & North America",16.7871428167252,40.9117170829419,0.0559999998658895
"286","Sweden","Women","High",97.547660496432,11.8507032021854,1.34447125228026,4,"Europe & North America",12.1486288260279,11.3450757253993,0.0559999998658895
"287","Sweden","Women","Low",121.799014335059,13.5595309278259,3.19936508118654,4,"Europe & North America",11.1327099006932,23.5949539716085,0.0559999998658895
"288","Switzerland","Men","High",68.1094522803364,17.696897618313,3.25940163053763,4,"Europe & North America",25.9830273564278,18.4179266944776,0.0800000000745058
"289","Switzerland","Men","Low",113.103173588573,28.1644362003326,2.94017453195656,4,"Europe & North America",24.9015437027296,10.4393161327399,0.0800000000745058
"290","Switzerland","Women","High",78.1502871938724,18.7429762720651,2.33535412177977,4,"Europe & North America",23.9832468248879,12.4598894427478,0.0800000000745058
"291","Switzerland","Women","Low",114.028893008939,22.0923738260337,5.760452092781,4,"Europe & North America",19.3743649026759,26.074391725134,0.0800000000745058
"292","Tanzania","Men","High",818.541007079184,28.003393933177,16.4970810711384,4,"Africa",3.42113512835503,58.9110059677214,0.610499978065491
"293","Tanzania","Men","Low",221.757447175681,8.64255905896426,3.49674600362778,4,"Africa",3.89730273730894,40.4596136372464,0.610499978065491
"294","Tanzania","Women","High",2538.62676349282,63.7708221077919,16.4158689826727,4,"Africa",2.51202039720292,25.7419748406645,0.610499978065491
"295","Tanzania","Women","Low",1083.19916019589,23.7388199344277,3.3610929697752,4,"Africa",2.19154711402608,14.1586354294752,0.610499978065491
"296","The UK","Men","High",1271.1396234277,282.260350072031,60.6049616406979,4,"Europe & North America",22.2052986839401,21.4712982624842,0.194499999284744
"297","The UK","Men","Low",1343.32224267511,312.285343421697,69.9433198307812,4,"Europe & North America",23.2472398283086,22.3972470383705,0.194499999284744
"298","The UK","Women","High",1371.4682969897,236.839157218674,40.2962312424939,4,"Europe & North America",17.2690216564629,17.0141760829221,0.194499999284744
"299","The UK","Women","Low",1499.88467449087,177.360513541848,30.7953555672939,4,"Europe & North America",11.8249433812004,17.3631407308864,0.194499999284744
"300","The US","Men","High",4370015.82123495,1075189.98265478,311738.486093735,4,"Europe & North America",24.6038006871777,28.9938049203186,0.261500000953674
"301","The US","Men","Low",5357010.68011748,939997.200007867,253982.702096339,4,"Europe & North America",17.5470473392309,27.0195168766687,0.261500000953674
"302","The US","Women","High",4099866.54295956,646046.266757099,184631.871779359,4,"Europe & North America",15.7577389407105,28.5787382854387,0.261500000953674
"303","The US","Women","Low",5758989.1445457,570040.752686056,101779.193596514,4,"Europe & North America",9.89827795084382,17.8547223364165,0.261500000953674
"304","Togo","Men","High",894.379968315363,47.0226192325354,20.5103340595961,4,"Africa",5.25756623564661,43.6180170189345,0.643500000238419
"305","Togo","Men","Low",624.376908332109,28.3862229585648,18.5214940309525,4,"Africa",4.54632812004412,65.2481806332184,0.643500000238419
"306","Togo","Women","High",1356.040626809,56.3085629940032,19.0228971242905,4,"Africa",4.15242448351323,33.7833112990583,0.643500000238419
"307","Togo","Women","Low",1649.91395612061,29.7101496756076,6.24909400939941,4,"Africa",1.80070903487986,21.0335325726413,0.643500000238419
"308","Turkey","Men","High",109.468192100525,1.40160602331161,0,4,"Europe & North America",1.28037742874616,0,0.487499982118607
"309","Turkey","Men","Low",176.623278260231,5.90279605984688,0,4,"Europe & North America",3.34202610097062,0,0.487499982118607
"310","Turkey","Women","High",182.104688584805,16.9200498759747,11.1083649098873,4,"Europe & North America",9.29138618421411,65.6520813550344,0.487499982118607
"311","Turkey","Women","Low",679.616511464119,33.8324328958988,9.92744609713554,4,"Europe & North America",4.97816523365692,29.3429861449277,0.487499982118607
"312","Uganda","Men","High",532.036295562982,5.56276807188988,5.56276807188988,4,"Africa",1.04556176303791,100,0.600499987602234
"313","Uganda","Men","Low",888.220751371235,28.1724589765072,11.1163820922375,4,"Africa",3.17178572252614,39.4583309235,0.600499987602234
"314","Uganda","Women","High",2004.43859946728,45.8400654494763,15.9584740400314,4,"Africa",2.28692789400779,34.8133753378263,0.600499987602234
"315","Uganda","Women","Low",2101.04837325216,38.0956657230854,9.08278280496597,4,"Africa",1.81317413763864,23.8420372306604,0.600499987602234
"316","Ukraine","Men","High",708.022591239135,79.269922185234,17.8031841527039,4,"FSU",11.1959594462235,22.4589398625904,0.340999990701675
"317","Ukraine","Men","Low",783.235658740924,121.340630259983,55.6389697341088,4,"FSU",15.4922249652221,45.8535361279213,0.340999990701675
"318","Ukraine","Women","High",1826.53752824514,121.49892530191,32.8917349909547,4,"FSU",6.6518712823076,27.0716262791813,0.340999990701675
"319","Ukraine","Women","Low",1197.06984067722,78.231976985247,28.2441649961483,4,"FSU",6.53528928111569,36.1030950316833,0.340999990701675
"320","Zambia","Men","High",1297.08632896841,27.2484379038215,16.9634839594364,4,"Africa",2.1007420474081,62.2548860206675,0.617000013589859
"321","Zambia","Men","Low",1830.07897341997,56.4370330125093,38.797609090805,4,"Africa",3.08385779150516,68.744948165871,0.617000013589859
"322","Zambia","Women","High",1529.39493639767,39.1219328939915,19.4088760614395,4,"Africa",2.55800068137659,49.6112401041933,0.617000013589859
"323","Zambia","Women","Low",974.046320494264,10.9693988263607,1.36376601457596,4,"Africa",1.12616808826858,12.4324590268217,0.617000013589859
"324","Zimbabwe","Men","High",1451.10559418797,54.0366519615055,22.8429058566689,4,"Africa",3.72382631408323,42.2729851452338,0.608500003814697
"325","Zimbabwe","Men","Low",1042.34961371124,47.8174300193787,16.9508890807629,4,"Africa",4.58746560562602,35.449184688289,0.608500003814697
"326","Zimbabwe","Women","High",1258.11282037944,54.8886318951845,27.144070982933,4,"Africa",4.36277502351741,49.4529924425288,0.608500003814697
"327","Zimbabwe","Women","Low",1296.242433168,31.9695160239935,12.0294498056173,4,"Africa",2.46632228709413,37.6278758695911,0.608500003814697
