"","country","sex","bc_cate","edu_cate","TotalN","ChildlessN","NeverInUnionN"
"1057","Russia","Women","1920-1924","All",27,NA,NA
"1058","Russia","Women","1925-1929","All",413,62,24
"1059","Russia","Women","1930-1934","All",419,36,8
"1060","Russia","Women","1935-1939","All",663,52,22
"1061","Russia","Women","1940-1944","All",416,48,23
"1062","Russia","Women","1945-1949","All",495,42,23
"1063","Russia","Women","1950-1954","All",701,40,21
"1064","Russia","Women","1955-1959","All",691,53,NA
"1065","Russia","Women","1960-1964","All",675,42,24
"1066","Russia","Women","1965-1969","All",476,40,23
"1067","Georgia","Men","1925-1929","All",121,NA,NA
"1068","Georgia","Men","1930-1934","All",192,NA,NA
"1069","Georgia","Men","1935-1939","All",317,21,19
"1070","Georgia","Men","1940-1944","All",218,15,12
"1071","Georgia","Men","1945-1949","All",258,NA,NA
"1072","Georgia","Men","1950-1954","All",337,20,20
"1073","Georgia","Men","1955-1959","All",457,NA,NA
"1074","Georgia","Men","1960-1964","All",469,55,52
"1075","Georgia","Men","1965-1969","All",450,77,74
"1076","Georgia","Men","1970-1974","All",110,NA,NA
"1077","Georgia","Women","1925-1929","All",218,37,28
"1078","Georgia","Women","1930-1934","All",300,37,25
"1079","Georgia","Women","1935-1939","All",429,52,39
"1080","Georgia","Women","1940-1944","All",343,46,36
"1081","Georgia","Women","1945-1949","All",375,42,36
"1082","Georgia","Women","1950-1954","All",475,51,45
"1083","Georgia","Women","1955-1959","All",544,50,49
"1084","Georgia","Women","1960-1964","All",626,78,72
"1085","Georgia","Women","1965-1969","All",520,77,72
"1086","Georgia","Women","1970-1974","All",174,NA,NA
"1087","Germany","Men","1925-1929","All",195,40,29
"1088","Germany","Men","1930-1934","All",257,57,51
"1089","Germany","Men","1935-1939","All",392,98,71
"1090","Germany","Men","1940-1944","All",443,115,81
"1091","Germany","Men","1945-1949","All",349,84,59
"1092","Germany","Men","1950-1954","All",392,103,72
"1093","Germany","Men","1955-1959","All",413,97,64
"1094","Germany","Men","1960-1964","All",512,142,98
"1095","Germany","Men","1965-1969","All",440,169,113
"1096","Germany","Men","1970-1974","All",40,NA,NA
"1097","Germany","Women","1920-1924","All",1,NA,NA
"1098","Germany","Women","1925-1929","All",245,74,55
"1099","Germany","Women","1930-1934","All",291,68,44
"1100","Germany","Women","1935-1939","All",376,80,57
"1101","Germany","Women","1940-1944","All",389,78,50
"1102","Germany","Women","1945-1949","All",346,73,50
"1103","Germany","Women","1950-1954","All",446,78,50
"1104","Germany","Women","1955-1959","All",562,75,42
"1105","Germany","Women","1960-1964","All",637,83,51
"1106","Germany","Women","1965-1969","All",631,94,57
"1107","Germany","Women","1970-1974","All",57,12,11
"1108","France","Men","1925-1929","All",183,37,25
"1109","France","Men","1930-1934","All",270,NA,NA
"1110","France","Men","1935-1939","All",294,38,25
"1111","France","Men","1940-1944","All",320,51,35
"1112","France","Men","1945-1949","All",436,60,40
"1113","France","Men","1950-1954","All",408,58,30
"1114","France","Men","1955-1959","All",403,94,54
"1115","France","Men","1960-1964","All",414,102,49
"1116","France","Men","1965-1969","All",470,98,58
"1117","France","Men","1970-1974","All",84,23,15
"1118","France","Women","1925-1929","All",250,50,27
"1119","France","Women","1930-1934","All",328,46,29
"1120","France","Women","1935-1939","All",375,43,27
"1121","France","Women","1940-1944","All",367,49,30
"1122","France","Women","1945-1949","All",514,74,48
"1123","France","Women","1950-1954","All",548,71,47
"1124","France","Women","1955-1959","All",540,81,41
"1125","France","Women","1960-1964","All",521,78,40
"1126","France","Women","1965-1969","All",573,91,56
"1127","France","Women","1970-1974","All",103,13,9
"1128","Hungary","Men","1925-1929","All",191,21,10
"1129","Hungary","Men","1930-1934","All",328,39,30
"1130","Hungary","Men","1935-1939","All",374,33,16
"1131","Hungary","Men","1940-1944","All",483,52,35
"1132","Hungary","Men","1945-1949","All",530,54,36
"1133","Hungary","Men","1950-1954","All",618,59,42
"1134","Hungary","Men","1955-1959","All",592,88,66
"1135","Hungary","Men","1960-1964","All",463,85,56
"1136","Hungary","Men","1965-1969","All",513,115,89
"1137","Hungary","Men","1970-1974","All",4,NA,NA
"1138","Hungary","Women","1925-1929","All",360,61,NA
"1139","Hungary","Women","1930-1934","All",515,55,26
"1140","Hungary","Women","1935-1939","All",608,64,26
"1141","Hungary","Women","1940-1944","All",645,61,25
"1142","Hungary","Women","1945-1949","All",695,63,36
"1143","Hungary","Women","1950-1954","All",769,64,38
"1144","Hungary","Women","1955-1959","All",709,56,37
"1145","Hungary","Women","1960-1964","All",584,34,20
"1146","Hungary","Women","1965-1969","All",588,63,40
"1147","Hungary","Women","1970-1974","All",2,NA,NA
"1148","Italy","Men","1935-1939","All",118,14,12
"1149","Italy","Men","1940-1944","All",454,74,66
"1150","Italy","Men","1945-1949","All",522,98,82
"1151","Italy","Men","1950-1954","All",471,120,102
"1152","Italy","Men","1955-1959","All",575,124,102
"1153","Italy","Men","1960-1964","All",621,191,161
"1154","Italy","Men","1965-1969","All",443,177,160
"1155","Italy","Women","1935-1939","All",187,28,NA
"1156","Italy","Women","1940-1944","All",717,78,40
"1157","Italy","Women","1945-1949","All",625,103,58
"1158","Italy","Women","1950-1954","All",523,90,49
"1159","Italy","Women","1955-1959","All",559,104,45
"1160","Italy","Women","1960-1964","All",654,139,76
"1161","Italy","Women","1965-1969","All",555,157,88
"1162","Netherlands","Men","1920-1924","All",36,NA,NA
"1163","Netherlands","Men","1925-1929","All",134,14,9
"1164","Netherlands","Men","1930-1934","All",166,19,15
"1165","Netherlands","Men","1935-1939","All",243,28,19
"1166","Netherlands","Men","1940-1944","All",270,43,26
"1167","Netherlands","Men","1945-1949","All",355,69,48
"1168","Netherlands","Men","1950-1954","All",396,101,58
"1169","Netherlands","Men","1955-1959","All",362,84,49
"1170","Netherlands","Men","1960-1964","All",406,128,73
"1171","Netherlands","Men","1965-1969","All",233,96,60
"1172","Netherlands","Women","1920-1924","All",64,14,7
"1173","Netherlands","Women","1925-1929","All",207,35,19
"1174","Netherlands","Women","1930-1934","All",267,48,31
"1175","Netherlands","Women","1935-1939","All",254,24,16
"1176","Netherlands","Women","1940-1944","All",335,43,30
"1177","Netherlands","Women","1945-1949","All",433,69,42
"1178","Netherlands","Women","1950-1954","All",464,98,50
"1179","Netherlands","Women","1955-1959","All",461,87,43
"1180","Netherlands","Women","1960-1964","All",601,115,67
"1181","Netherlands","Women","1965-1969","All",408,75,45
"1182","Romania","Men","1925-1929","All",247,37,27
"1183","Romania","Men","1930-1934","All",380,58,43
"1184","Romania","Men","1935-1939","All",452,70,52
"1185","Romania","Men","1940-1944","All",422,84,63
"1186","Romania","Men","1945-1949","All",562,90,71
"1187","Romania","Men","1950-1954","All",659,99,82
"1188","Romania","Men","1955-1959","All",566,105,90
"1189","Romania","Men","1960-1964","All",502,82,63
"1190","Romania","Men","1965-1969","All",661,128,114
"1191","Romania","Men","1970-1974","All",136,45,43
"1192","Romania","Women","1925-1929","All",281,49,25
"1193","Romania","Women","1930-1934","All",491,78,39
"1194","Romania","Women","1935-1939","All",580,82,50
"1195","Romania","Women","1940-1944","All",468,60,41
"1196","Romania","Women","1945-1949","All",558,70,46
"1197","Romania","Women","1950-1954","All",657,62,42
"1198","Romania","Women","1955-1959","All",556,52,42
"1199","Romania","Women","1960-1964","All",410,35,30
"1200","Romania","Women","1965-1969","All",640,70,56
"1201","Romania","Women","1970-1974","All",118,11,10
"1202","Austria","Men","1960-1964","All",144,30,18
"1203","Austria","Men","1965-1969","All",461,112,58
"1204","Austria","Men","1970-1974","All",301,109,59
"1205","Austria","Women","1960-1964","All",203,31,21
"1206","Austria","Women","1965-1969","All",712,121,57
"1207","Austria","Women","1970-1974","All",466,91,38
"1208","Estonia","Men","1920-1924","All",11,NA,NA
"1209","Estonia","Men","1925-1929","All",107,13,9
"1210","Estonia","Men","1930-1934","All",178,21,15
"1211","Estonia","Men","1935-1939","All",212,23,NA
"1212","Estonia","Men","1940-1944","All",206,23,18
"1213","Estonia","Men","1945-1949","All",256,22,10
"1214","Estonia","Men","1950-1954","All",228,27,18
"1215","Estonia","Men","1955-1959","All",299,29,16
"1216","Estonia","Men","1960-1964","All",244,33,22
"1217","Estonia","Men","1965-1969","All",256,45,31
"1218","Estonia","Men","1970-1974","All",17,NA,NA
"1219","Estonia","Women","1920-1924","All",40,NA,NA
"1220","Estonia","Women","1925-1929","All",303,45,18
"1221","Estonia","Women","1930-1934","All",395,38,17
"1222","Estonia","Women","1935-1939","All",418,37,15
"1223","Estonia","Women","1940-1944","All",387,30,16
"1224","Estonia","Women","1945-1949","All",407,30,14
"1225","Estonia","Women","1950-1954","All",476,31,18
"1226","Estonia","Women","1955-1959","All",466,29,13
"1227","Estonia","Women","1960-1964","All",470,31,23
"1228","Estonia","Women","1965-1969","All",409,37,27
"1229","Estonia","Women","1970-1974","All",25,NA,NA
"1230","Belgium","Men","1925-1929","All",41,11,7
"1231","Belgium","Men","1930-1934","All",167,43,31
"1232","Belgium","Men","1935-1939","All",190,50,37
"1233","Belgium","Men","1940-1944","All",213,73,47
"1234","Belgium","Men","1945-1949","All",290,86,59
"1235","Belgium","Men","1950-1954","All",335,82,53
"1236","Belgium","Men","1955-1959","All",339,67,39
"1237","Belgium","Men","1960-1964","All",389,69,34
"1238","Belgium","Men","1965-1969","All",319,72,37
"1239","Belgium","Men","1970-1974","All",283,76,39
"1240","Belgium","Men","1975-1979","All",10,3,NA
"1241","Belgium","Women","1925-1929","All",42,NA,NA
"1242","Belgium","Women","1930-1934","All",166,50,38
"1243","Belgium","Women","1935-1939","All",182,51,39
"1244","Belgium","Women","1940-1944","All",215,56,44
"1245","Belgium","Women","1945-1949","All",318,87,60
"1246","Belgium","Women","1950-1954","All",326,53,32
"1247","Belgium","Women","1955-1959","All",372,63,31
"1248","Belgium","Women","1960-1964","All",430,55,27
"1249","Belgium","Women","1965-1969","All",369,53,16
"1250","Belgium","Women","1970-1974","All",291,50,25
"1251","Belgium","Women","1975-1979","All",6,NA,NA
"1252","Lithuania","Men","1925-1929","All",159,NA,NA
"1253","Lithuania","Men","1930-1934","All",319,51,35
"1254","Lithuania","Men","1935-1939","All",411,84,62
"1255","Lithuania","Men","1940-1944","All",346,56,35
"1256","Lithuania","Men","1945-1949","All",297,43,35
"1257","Lithuania","Men","1950-1954","All",427,72,53
"1258","Lithuania","Men","1955-1959","All",452,57,48
"1259","Lithuania","Men","1960-1964","All",457,61,44
"1260","Lithuania","Men","1965-1969","All",405,61,51
"1261","Lithuania","Men","1970-1974","All",135,31,24
"1262","Lithuania","Women","1925-1929","All",152,46,28
"1263","Lithuania","Women","1930-1934","All",336,83,51
"1264","Lithuania","Women","1935-1939","All",462,78,49
"1265","Lithuania","Women","1940-1944","All",421,64,48
"1266","Lithuania","Women","1945-1949","All",359,48,35
"1267","Lithuania","Women","1950-1954","All",356,57,43
"1268","Lithuania","Women","1955-1959","All",454,56,42
"1269","Lithuania","Women","1960-1964","All",465,43,34
"1270","Lithuania","Women","1965-1969","All",472,49,40
"1271","Lithuania","Women","1970-1974","All",142,22,21
"1272","Poland","Men","1925-1929","All",1,NA,NA
"1273","Poland","Men","1930-1934","All",295,33,20
"1274","Poland","Men","1935-1939","All",523,53,47
"1275","Poland","Men","1940-1944","All",538,62,49
"1276","Poland","Men","1945-1949","All",847,106,91
"1277","Poland","Men","1950-1954","All",962,149,130
"1278","Poland","Men","1955-1959","All",848,152,127
"1279","Poland","Men","1960-1964","All",622,132,126
"1280","Poland","Men","1965-1969","All",615,95,81
"1281","Poland","Men","1970-1974","All",675,138,125
"1282","Poland","Men","1975-1979","All",157,35,30
"1283","Poland","Women","1925-1929","All",2,NA,NA
"1284","Poland","Women","1930-1934","All",583,59,33
"1285","Poland","Women","1935-1939","All",931,101,47
"1286","Poland","Women","1940-1944","All",839,87,45
"1287","Poland","Women","1945-1949","All",1194,134,90
"1288","Poland","Women","1950-1954","All",1354,149,105
"1289","Poland","Women","1955-1959","All",1164,119,89
"1290","Poland","Women","1960-1964","All",826,82,67
"1291","Poland","Women","1965-1969","All",722,73,61
"1292","Poland","Women","1970-1974","All",910,98,80
"1293","Poland","Women","1975-1979","All",205,NA,NA
"1294","CzechRepublic","Men","1925-1929","All",165,36,25
"1295","CzechRepublic","Men","1930-1934","All",264,56,44
"1296","CzechRepublic","Men","1935-1939","All",260,45,38
"1297","CzechRepublic","Men","1940-1944","All",332,65,53
"1298","CzechRepublic","Men","1945-1949","All",382,78,67
"1299","CzechRepublic","Men","1950-1954","All",419,99,84
"1300","CzechRepublic","Men","1955-1959","All",371,97,79
"1301","CzechRepublic","Men","1960-1964","All",397,111,96
"1302","CzechRepublic","Men","1965-1969","All",394,99,84
"1303","CzechRepublic","Men","1970-1974","All",39,10,7
"1304","CzechRepublic","Women","1925-1929","All",258,56,37
"1305","CzechRepublic","Women","1930-1934","All",276,46,26
"1306","CzechRepublic","Women","1935-1939","All",321,49,37
"1307","CzechRepublic","Women","1940-1944","All",379,49,36
"1308","CzechRepublic","Women","1945-1949","All",437,51,29
"1309","CzechRepublic","Women","1950-1954","All",431,40,28
"1310","CzechRepublic","Women","1955-1959","All",431,59,42
"1311","CzechRepublic","Women","1960-1964","All",449,50,32
"1312","CzechRepublic","Women","1965-1969","All",426,55,42
"1313","CzechRepublic","Women","1970-1974","All",29,NA,NA
"1314","Sweden","Men","1930-1934","All",68,67,48
"1315","Sweden","Men","1935-1939","All",251,245,160
"1316","Sweden","Men","1940-1944","All",347,326,213
"1317","Sweden","Men","1945-1949","All",461,412,218
"1318","Sweden","Men","1950-1954","All",407,316,177
"1319","Sweden","Men","1955-1959","All",420,237,111
"1320","Sweden","Men","1960-1964","All",400,139,58
"1321","Sweden","Men","1965-1969","All",429,109,49
"1322","Sweden","Men","1970-1974","All",425,96,45
"1323","Sweden","Men","1975-1979","All",211,62,33
"1324","Sweden","Women","1930-1934","All",76,73,38
"1325","Sweden","Women","1935-1939","All",273,272,144
"1326","Sweden","Women","1940-1944","All",360,349,195
"1327","Sweden","Women","1945-1949","All",485,460,224
"1328","Sweden","Women","1950-1954","All",390,344,161
"1329","Sweden","Women","1955-1959","All",430,268,108
"1330","Sweden","Women","1960-1964","All",468,166,73
"1331","Sweden","Women","1965-1969","All",486,84,29
"1332","Sweden","Women","1970-1974","All",449,57,17
"1333","Sweden","Women","1975-1979","All",222,NA,NA
