country,sex,bc_cate,edu2,total_n,childless_n,never_in_union_n
Canada,Women,1970-1979,All,1503274.780822754,310395.27672576904,92886.19934082031
Central African Republic,Men,1930-1939,All,93.88475209474564,8.356956839561462,0
Central African Republic,Men,1940-1949,All,191.49138808250427,11.555493950843811,0.9617509841918945
Central African Republic,Men,1950-1959,All,307.578795671463,34.21770656108856,14.896046757698059
Central African Republic,Men,1960-1969,All,4.22738391160965,1.3355449438095093,0
Central African Republic,Women,1940-1949,All,429.8717858195305,35.7845533490181,1.7760739922523499
Central African Republic,Women,1950-1959,All,1153.2001330852509,88.97860312461853,12.101257860660553
Central African Republic,Women,1960-1969,All,7.122570097446442,0,0
Chad,Men,1950-1959,All,210.8514457717538,3.8345229625701904,0
Chad,Men,1960-1969,All,676.4504020698369,11.646891865879297,3.496074914932251
Chad,Men,1970-1979,All,1029.8918107114732,23.468298062682152,12.541879087686539
Chad,Men,1980-1989,All,81.16114082932472,2.0375190377235413,1.1144510507583618
Chad,Women,1960-1969,All,1260.2718228287995,10.579611957073212,1.3155770003795624
Chad,Women,1970-1979,All,3463.731108367443,41.41648814827204,13.467222183942795
Chad,Women,1980-1989,All,184.51047740131617,3.617248058319092,0
Colombia,Men,1950-1959,All,2053.643430452794,192.41354942088947,100.92954135406762
Colombia,Men,1960-1969,All,6041.131425769767,664.1625071601011,326.0969784539193
Colombia,Men,1970-1979,All,6606.339651990682,1155.393532663118,647.2609744830988
Colombia,Men,1980-1989,All,459.6540920853149,123.30869099963456,62.450494394637644
Colombia,Women,1960-1969,All,3909.8328774806578,215.31916788499802,107.96887047588825
Colombia,Women,1970-1979,All,8917.887988902861,633.9361604382284,335.9286412601359
Colombia,Women,1980-1989,All,545.7602286688052,43.808229476213455,29.15866531431675
Comoros,Men,1950-1959,All,95.51179520785809,4.487784057855606,0
Comoros,Men,1960-1969,All,285.574264973402,19.742037922143936,5.178890943527222
Comoros,Men,1970-1979,All,404.34211453795433,55.59620897471905,19.064977064728737
Comoros,Women,1960-1969,All,421.8276901394129,22.558059990406036,0
Comoros,Women,1970-1979,All,945.7597319111228,98.77916097640991,29.248331904411316
Congo,Men,1950-1959,All,322.89270807802677,3.9953390657901764,2.16990002989769
Congo,Men,1960-1969,All,804.192331187427,29.553126648068428,16.128791868686676
Congo,Men,1970-1979,All,874.5173803344369,42.5123797506094,21.490956842899323
Congo,Women,1960-1969,All,1252.8704171180725,27.300314091145992,6.011194959282875
Congo,Women,1970-1979,All,1763.2193431705236,45.91437205672264,9.532908022403717
Croatia,Men,1930-1939,All,6.566838854793101,0.328248709451592,0.16200383232386084
Croatia,Men,1940-1949,All,13.209737280418544,0.6014465763638741,0.34584761917635953
Croatia,Men,1950-1959,All,30.20443842352026,3.505065803107609,1.4762174939995218
Croatia,Men,1960-1969,All,29.170928246354528,5.504044478257878,2.590681944816917
Croatia,Men,1970-1979,All,25.126654473257673,6.146267140828392,2.613097135973892
Croatia,Men,1980-1989,All,10.28003864416032,4.032753142349909,1.9895747570231537
Croatia,Women,1920-1929,All,1.1268429069007508,0.3399288307424815,0.26823139103569993
Croatia,Women,1930-1939,All,7.312959758536866,0.7623744574281826,0.34112758243660624
Croatia,Women,1940-1949,All,20.76413475137171,1.1926126725362023,0.5559832152310404
Croatia,Women,1950-1959,All,32.41087850229902,2.7180918601838,0.6467556673370409
Croatia,Women,1960-1969,All,32.68150087268792,4.216072769091239,1.5198965705702698
Croatia,Women,1970-1979,All,25.94483310704944,2.504714263860647,0.9487714371025042
Croatia,Women,1980-1989,All,12.887639600017437,1.5857021128923654,0.8970555731707301
Cyprus,Men,1920-1929,All,1.4631082157248314,0.067306271373202,0.041393190434479976
Cyprus,Men,1930-1939,All,4.621573385487015,0.14231713075762498,0.025913080938722022
Cyprus,Men,1940-1949,All,6.782566055394981,0.17704078518009836,0.06018949477459934
Cyprus,Men,1950-1959,All,10.090450641390337,0.6262035963857331,0.2414966102557603
Cyprus,Men,1960-1969,All,10.499628229694117,0.8485839622789908,0.19228991451615274
Cyprus,Men,1970-1979,All,6.577350879653548,1.236632042435101,0.3916471165020683
Cyprus,Men,1980-1989,All,2.2284133480420465,0.7561355512405825,0.35727995562968573
Cyprus,Women,1920-1929,All,0.9711905048652143,0.02858461199354423,0.02858461199354423
Cyprus,Women,1930-1939,All,4.001123269852784,0.26079260345370514,0.060445612147574934
Cyprus,Women,1940-1949,All,8.004274706300654,0.8806518130659895,0.27301085196585273
Cyprus,Women,1950-1959,All,11.05494856148913,0.5805613255324125,0.34576399505284505
Cyprus,Women,1960-1969,All,12.84457230095708,0.8993116650853298,0.4092489456135887
Cyprus,Women,1970-1979,All,6.192186136261049,0.676930841262855,0.2886818629853951
Cyprus,Women,1980-1989,All,2.399213200923583,0.45980743689371906,0.3448875745889417
Czechia,Men,1920-1929,All,0.19732239365790605,0,0
Czechia,Men,1930-1939,All,7.913935026301111,0.19845804260842925,0
Czechia,Men,1940-1949,All,37.65486101340034,2.4283197108199417,0.1991610295287316
Czechia,Men,1950-1959,All,63.89255120521643,7.010466426283699,2.4052166649472895
Czechia,Men,1960-1969,All,89.40530678868339,9.202113096245625,2.806860102785329
Czechia,Men,1970-1979,All,79.94618711375819,13.374659920890473,5.51102014468551
Czechia,Men,1980-1989,All,28.007977782691302,12.93863297238369,4.951554521201373
Czechia,Women,1920-1929,All,0.15729203467495623,0,0
Czechia,Women,1930-1939,All,17.310383221747987,0.6787945646669336,0.5114608691112466
Czechia,Women,1940-1949,All,50.00181733851903,2.088938254468964,0.643809277818832
Czechia,Women,1950-1959,All,78.7767327980929,4.53086027780726,0.84209629538378294
Czechia,Women,1960-1969,All,77.84889116293621,5.585054790689412,1.678660473882747
Czechia,Women,1970-1979,All,80.488717680566,6.461754560678266,2.7275318350640987
Czechia,Women,1980-1989,All,30.047913629293852,4.76106496354225,1.6764071628301735
Democratic Republic of the Congo,Men,1950-1959,All,501.43474362045527,11.175409823656082,4.923533856868744
Democratic Republic of the Congo,Men,1960-1969,All,1227.7839441001415,26.95258989185095,9.33739584684372
Democratic Republic of the Congo,Men,1970-1979,All,1494.44780433923,49.772636480629444,21.26552477478981
Democratic Republic of the Congo,Women,1960-1969,All,1477.2658855691552,36.87807121127844,8.590913206338882
Democratic Republic of the Congo,Women,1970-1979,All,3442.2068576589227,124.13735104352236,38.35234638303518
Denmark,Men,1910-1919,All,1.338668741194212,0,0
Denmark,Men,1920-1929,All,9.711401939337659,1.6565155846136497,0
Denmark,Men,1930-1939,All,32.31070057006647,3.20996059436135,0.3395407051596635
Denmark,Men,1940-1949,All,62.298026524339775,8.285600059802471,1.9028442683798286
Denmark,Men,1950-1959,All,70.45528474079613,11.717013049690603,1.6383533082617934
Denmark,Men,1960-1969,All,80.6299052320135,15.789740615900413,2.72560010704649
Denmark,Men,1970-1979,All,44.79560662302395,10.285373081100754,1.2809968766587927
Denmark,Men,1980-1989,All,13.876439429690993,3.811502086076831,1.057811674698499
Denmark,Women,1910-1919,All,2.3333575234572237,0,0
Denmark,Women,1920-1929,All,16.899379709719,2.310954060168548,0
Denmark,Women,1930-1939,All,30.614748288450627,2.195604788942748,0
Denmark,Women,1940-1949,All,74.77249971557866,5.811372356217658,1.152422950903052
Denmark,Women,1950-1959,All,67.68603705530765,9.599783719664131,0.3874999284803877
Denmark,Women,1960-1969,All,73.37214059381337,12.051851021661143,1.264931762894987
Denmark,Women,1970-1979,All,52.45847522279078,5.905068804259912,1.278458916842908
Denmark,Women,1980-1989,All,12.46300725631907,1.9690935509275356,0.21203572748557953
Dominican Republic,Men,1940-1949,All,202.1419182419777,11.652209848165512,5.599792927503586
Dominican Republic,Men,1950-1959,All,402.0390889123082,19.556089758872986,5.073319911956787
Dominican Republic,Men,1960-1969,All,462.1676457822323,49.46901843696833,18.280549705028534
Dominican Republic,Women,1950-1959,All,3246.8239121586084,150.3057405501604,33.94088500738144
Dominican Republic,Women,1960-1969,All,4526.133694544435,218.85070533305407,86.36964636296034
Estonia,Men,1920-1929,All,136.80380203109303,15.955404269618422,0.09591398959978026
Estonia,Men,1930-1939,All,427.15619203484613,47.34912475642365,9.54861051570923
Estonia,Men,1940-1949,All,556.1020427769847,53.85518708281784,15.477086091826147
Estonia,Men,1950-1959,All,692.9024021236619,74.34745032496562,22.63159633370462
Estonia,Men,1960-1969,All,703.2705735609009,108.307138369472,41.882197876684415
Estonia,Men,1970-1979,All,34.531231248571586,5.4524735045219535,3.6616487867270546
Estonia,Men,1980-1989,All,3.7519451298688007,0.997036129113912,0.23924211490383707
Estonia,Women,1905-1909,All,0.08397144248467825,0,0
Estonia,Women,1910-1919,All,0.43301334026003424,0.05073090471803354,0.05073090471803354
Estonia,Women,1920-1929,All,317.9685501892925,47.55132110915848,11.63162118598143
Estonia,Women,1930-1939,All,685.1407234092674,63.508982701389215,18.665003622190024
Estonia,Women,1940-1949,All,701.5104173740655,53.48339418780576,17.838621460802763
Estonia,Women,1950-1959,All,831.4833370283225,52.75322744731535,16.58026886683025
Estonia,Women,1960-1969,All,769.2208032609408,59.18561767242302,28.33478526230909
Estonia,Women,1970-1979,All,31.10268084244515,5.039971754046335,2.5805023587950515
Estonia,Women,1980-1989,All,3.5916325056587355,0.543826401920485,0.15263693670242695
Ethiopia,Men,1950-1959,All,230.65338778775185,5.617526967078447,0.11693500354886055
Ethiopia,Men,1960-1969,All,1326.8006746871397,28.76701385062188,9.113387893885374
Ethiopia,Men,1970-1979,All,2405.735856012441,123.72666844166815,71.80012887436897
Ethiopia,Men,1980-1989,All,658.3772516744211,56.96646801568568,32.015613032504916
Ethiopia,Women,1960-1969,All,537.319930090569,17.120449971407652,3.095925986766815
Ethiopia,Women,1970-1979,All,2847.9074528068304,95.1117888558656,46.33205768093467
Ethiopia,Women,1980-1989,All,853.1294285347685,44.05188695341349,20.195851150900126
Finland,Men,1910-1919,All,1.5624821267625588,0.20407167788795455,0
Finland,Men,1920-1929,All,9.337110473042552,0.36736254411207625,0.36736254411207625
Finland,Men,1930-1939,All,30.012414932486898,3.010715708683586,0.7332376337291961
Finland,Men,1940-1949,All,58.553005812477814,6.461903553217125,1.8715458408194614
Finland,Men,1950-1959,All,75.3426120139453,12.989600214214235,4.578315992061105
Finland,Men,1960-1969,All,75.37460156552108,17.585361193911986,5.646530600919835
Finland,Men,1970-1979,All,39.5308969471574,10.555607128632714,2.944315807462015
Finland,Men,1980-1989,All,14.413573480120306,4.176083194347687,0.246750907251144
Finland,Women,1905-1909,All,0.1850568161203512,0,0
Finland,Women,1910-1919,All,3.397675099004708,0.47963759277340934,0
Finland,Women,1920-1929,All,16.179615541273908,3.061211930196926,1.9442457336506145
Finland,Women,1930-1939,All,45.18937725051835,4.940929853257224,2.066644767390379
Finland,Women,1940-1949,All,67.79005037262306,7.840334154736384,2.3618897276624597
Finland,Women,1950-1959,All,77.63210571544828,11.921708093819174,2.0563306284552656
Finland,Women,1960-1969,All,70.88743424253819,11.078325686945526,2.4060447153424604
Finland,Women,1970-1979,All,35.489657676619714,6.625222864003817,1.3912141165808052
Finland,Women,1980-1989,All,15.974184660383909,2.757900192734798,0.6265509004276524
France,Men,1910-1919,All,19.24811788560698,3.8557199038316696,3.8557199038316696
France,Men,1920-1929,All,683597.7488786168,125800.14278088449,31845.48515164909
France,Men,1930-1939,All,2071222.1293472429,231627.57159468468,96333.81574936214
France,Men,1940-1949,All,3607125.4339907276,477560.74243199185,175065.94691897623
France,Men,1950-1959,All,3546659.447436268,510178.9772048453,149423.55741000373
France,Men,1960-1969,All,4192792.4143134793,919509.7090820535,331208.2774962172
France,Men,1970-1979,All,474715.53575853835,130334.12373465614,40648.171122834996
France,Men,1980-1989,All,162.55509228417677,39.6699735154304,4.140785904809533
France,Women,1910-1919,All,13.816765687917204,0,0
France,Women,1920-1929,All,916977.2673369527,176958.5354612646,53411.82016517769
France,Women,1930-1939,All,2603884.0452643125,293885.05293433764,98841.68911057943
France,Women,1940-1949,All,3250512.8580557858,389889.6512700934,113829.59506927407
France,Women,1950-1959,All,4318504.541732979,474441.2250031469,146391.57690110925
France,Women,1960-1969,All,4366281.785453523,561266.2972307904,169718.53059378875
France,Women,1970-1979,All,417183.1836410914,55553.73040790466,32527.547216533974
France,Women,1980-1989,All,186.54912239590925,29.309753225288553,0
Gabon,Men,1950-1959,All,359.45340021699667,3.7617340311408043,1.8054150268435478
Gabon,Men,1960-1969,All,927.6354630626738,28.95063977316022,5.6198070123791695
Gabon,Men,1970-1979,All,951.2282325439155,101.08275387063622,46.52310810983181
Gabon,Women,1960-1969,All,1003.4713263548911,33.9897702857852,7.039410009980202
Gabon,Women,1970-1979,All,1299.347015734762,67.36980257183313,20.568635150790215
Gambia,Men,1960-1969,All,366.3948544859886,8.012613080441952,2.667541041970253
Gambia,Men,1970-1979,All,693.3050748184323,40.63968097418547,23.95933609455824
Gambia,Men,1980-1989,All,519.8482968434691,76.44312408566475,50.936871945858
Gambia,Women,1970-1979,All,1698.8359351232648,47.37404723465443,4.193906933069229
Gambia,Women,1980-1989,All,1484.886725999415,70.13911785185337,15.529302954673767
Georgia,Men,1920-1929,All,71.656488835811615,1.7641822695732117,0
Georgia,Men,1930-1939,All,308.5012591481209,16.302612900733948,6.562252640724182
Georgia,Men,1940-1949,All,390.7599359154701,19.34600430727005,6.624896049499512
Georgia,Men,1950-1959,All,723.5530977845192,54.72877812385559,38.15564447641373
Georgia,Men,1960-1969,All,971.3759053349495,133.29703617095947,96.25907641649246
Georgia,Men,1970-1979,All,121.15392965078354,40.791034281253815,29.036712050437927
Georgia,Women,1920-1929,All,103.75141191482544,21.533201456069946,13.569902122020721
Georgia,Women,1930-1939,All,402.52130913734436,54.3150799870491,31.21602690219879
Georgia,Women,1940-1949,All,527.9985379576683,66.56222361326218,44.95763236284256
Georgia,Women,1950-1959,All,829.8899347186089,82.60961139202118,58.326393365859985
Georgia,Women,1960-1969,All,1103.2973411679268,151.30071133375168,118.96113121509552
Georgia,Women,1970-1979,All,164.56218671798706,23.923002004623413,15.76935338973999
Germany,Men,1910-1919,All,9.83927489316298,0.8364813518962251,0
Germany,Men,1920-1929,All,292.11838330560045,48.65972699270186,11.624000042676926
Germany,Men,1930-1939,All,1148.926667010007,194.01345358098678,48.92891796878201
Germany,Men,1940-1949,All,1594.6901827718693,305.1530470719455,57.67734252736038
Germany,Men,1950-1959,All,2017.2432787113503,459.6248452439761,139.5551040954934
Germany,Men,1960-1969,All,2412.225137171468,750.4416105358839,284.5837554349315
Germany,Men,1970-1979,All,712.3950030432114,246.18560361168676,75.63993712456194
Germany,Men,1980-1989,All,228.11744657026105,109.801711781194,11.859640632415903
Germany,Women,1910-1919,All,64.72519460963026,13.503500985762244,2.2184715925489087
Germany,Women,1920-1929,All,596.818720981928,129.69296286089147,62.86377383349285
Germany,Women,1930-1939,All,1264.0041812505679,201.6139485352907,74.43147908219962
Germany,Women,1940-1949,All,1667.3308274046667,267.6504059436239,40.39839408535009
Germany,Women,1950-1959,All,2162.891457273342,321.9846986683664,63.956434094877814
Germany,Women,1960-1969,All,2376.857983778702,410.6417184594204,109.79309749642434
Germany,Women,1970-1979,All,706.6646016827891,132.56018330923703,25.562271434893177
Germany,Women,1980-1989,All,196.5026014539506,34.924337683958754,5.218618962578603
Ghana,Men,1950-1959,All,225.86422239989042,4.8228490352630615,1.2825920581817627
Ghana,Men,1960-1969,All,657.8238594904542,26.377671867609024,16.75840899348259
Ghana,Men,1970-1979,All,920.2777289226651,74.94788686186075,40.72611504793167
Ghana,Women,1960-1969,All,866.4950331896544,18.726781904697418,1.6427769660949707
Ghana,Women,1970-1979,All,2315.713397756219,98.02317696809769,25.233801931142807
Guatemala,Men,1950-1959,All,538.3276972845197,21.756762266159058,10.483093112707138
Guatemala,Men,1960-1969,All,1460.4513810873032,73.3021747469902,48.50641688704491
Guatemala,Men,1970-1979,All,2012.7178544700146,179.36287128925323,114.12446531653404
Guatemala,Men,1980-1989,All,45.942998856306076,4.42321389913559,2.9360379576683044
Guatemala,Women,1960-1969,All,2023.4142799153924,96.51498487591743,64.64199087023735
Guatemala,Women,1970-1979,All,5451.013408616185,341.69298511743546,247.3451390489936
Guatemala,Women,1980-1989,All,159.39114451408386,19.559267044067383,14.142692148685455
Guinea,Men,1950-1959,All,37.48622089624405,0,0
Guinea,Men,1960-1969,All,514.9631527066231,10.80215185880661,5.648013889789581
Guinea,Men,1970-1979,All,776.7586435973644,33.52304118871689,12.145040035247803
Guinea,Men,1980-1989,All,362.83226132392883,54.58718377351761,28.869542717933655
Guinea,Women,1960-1969,All,171.20818531513214,11.052172005176544,2.9341059923171997
Guinea,Women,1970-1979,All,1917.0154011845589,86.9888456761837,11.531073987483978
Guinea,Women,1980-1989,All,1077.7308624982834,53.625752568244934,7.617838144302368
Guyana,Men,1950-1959,All,45.783998906612396,1.2589679956436157,0.3057270050048828
Guyana,Men,1960-1969,All,882.3270278610289,113.1315223351121,54.3787377178669
Guyana,Men,1970-1979,All,405.83908692374825,62.366573847830296,30.380207240581512
Guyana,Women,1950-1959,All,55.34624323248863,3.405602991580963,3.405602991580963
Guyana,Women,1960-1969,All,1243.5201258026063,93.0060611218214,40.37229600548744
Guyana,Women,1970-1979,All,611.2035672999918,47.084379345178604,25.93302831053734
Haiti,Men,1950-1959,All,1103.4326798170805,21.24785378575325,11.740760833024979
Haiti,Men,1960-1969,All,1908.811610415578,61.27212505042553,28.70745912194252
Haiti,Men,1970-1979,All,2240.205023393035,155.89410388469696,91.89026209712029
Haiti,Men,1980-1989,All,601.2607690244913,78.82580864429474,47.30022397637367
Haiti,Women,1950-1959,All,451.74409724771976,0,0
Haiti,Women,1960-1969,All,1207.19438187778,23.009856700897217,7.362075865268707
Haiti,Women,1970-1979,All,2723.255693383515,161.90804733335972,66.558139488101
Haiti,Women,1980-1989,All,724.8711986765265,78.20657228678465,41.944796681404114
Honduras,Men,1950-1959,All,747.4833490550518,33.668733805418015,15.310035020112991
Honduras,Men,1960-1969,All,1129.7754527106881,70.67024165391922,31.31704691052437
Honduras,Men,1970-1979,All,1000.3492941781878,112.39065320044756,60.38987697660923
Honduras,Women,1960-1969,All,3107.073646299541,139.87202207744122,81.5007162541151
Honduras,Women,1970-1979,All,3647.3026805222034,167.57294736802578,105.4088725745678
Hungary,Men,1910-1919,All,3.000307221507626,0.35682898148893827,0
Hungary,Men,1920-1929,All,201.74853191014324,23.639562305039924,2.966844789936866
Hungary,Men,1930-1939,All,720.3297648069895,83.36429190822913,20.399623792129113
Hungary,Men,1940-1949,All,1115.113192097378,135.21804152377442,35.012683205121306
Hungary,Men,1950-1959,All,1439.8145690332317,197.7436797814271,99.0551201295379
Hungary,Men,1960-1969,All,1242.9246605422315,289.2937708978904,148.14452948280322
Hungary,Men,1970-1979,All,99.09139237389827,33.595982794155965,15.414151393119479
Hungary,Men,1980-1989,All,34.75914778217468,11.009310321364651,6.39046661442006
Hungary,Women,1910-1919,All,2.476038189181537,0.7477323564533194,0
Hungary,Women,1920-1929,All,379.73980872310244,63.7017857621008,14.664825606535672
Hungary,Women,1930-1939,All,1128.2317396504336,124.09971768126192,28.728418516058483
Hungary,Women,1940-1949,All,1389.699377529339,137.26365338711838,38.688007580466966
Hungary,Women,1950-1959,All,1629.9973247666906,138.4077991520837,41.51864090374145
Hungary,Women,1960-1969,All,1312.9542639062531,126.89386417445351,49.78676074974385
Hungary,Women,1970-1979,All,97.16392969666273,22.889605278831326,10.418293898381492
Hungary,Women,1980-1989,All,28.07809437762799,8.091840462343356,1.5149742577332468
Iceland,Men,1920-1929,All,0.05070291908255253,0.024876760683612442,0.024876760683612442
Iceland,Men,1930-1939,All,0.29756351623741484,0.05070291908255253,0.02582615839894009
Iceland,Men,1940-1949,All,0.9842701440652604,0.0709469066281514,0.05070291908255253
Iceland,Men,1950-1959,All,1.645202417554749,0.08274676906723943,0.05787000838362699
Iceland,Men,1960-1969,All,2.549017151144561,0.23918872055802964,0.15470460052137458
Iceland,Men,1970-1979,All,2.216883127546114,0.1848726849390805,0.030958691446741238
Iceland,Men,1980-1989,All,1.1950400040940732,0.061917382893482475,0
Iceland,Women,1920-1929,All,0.09396936930546396,0,0
Iceland,Women,1930-1939,All,0.382501715845156,0,0
Iceland,Women,1940-1949,All,1.1269315977183654,0.01721874247310673,0
Iceland,Women,1950-1959,All,1.4389926339624046,0.03653535824632437,0
Iceland,Women,1960-1969,All,2.0662194538731757,0.16272382979888889,0.01721874247310673
Iceland,Women,1970-1979,All,2.3623419236201935,0.23021582106534577,0.0609599966151535
Iceland,Women,1980-1989,All,1.1127202048471014,0.03047999830757675,0
India,Men,1960-1969,All,16751.711625630618,1186.605664918432,239.92655251943506
India,Men,1970-1979,All,25427.14372580638,2240.236054864712,733.2760533966357
India,Men,1980-1989,All,3804.345656899037,449.3492092406377,188.61202429234982
India,Women,1960-1969,All,54201.0236464499,1893.6483469102532,401.69245999574196
India,Women,1970-1979,All,166293.24610657443,6307.910655487794,1688.2486075924244
India,Women,1980-1989,All,22862.37458909664,1203.3147202139953,393.28805866092443
Indonesia,Men,1960-1969,All,2405.343784876168,49.32892003655434,0
Indonesia,Men,1970-1979,All,3580.7717634811997,145.89698007702827,0
Indonesia,Men,1980-1989,All,1035.7240513786674,58.76325500011444,0
Indonesia,Women,1960-1969,All,2934.9266050830483,166.28337686508894,59.28438998013735
Indonesia,Women,1970-1979,All,14282.767852000892,797.0971416383982,320.8020378947258
Indonesia,Women,1980-1989,All,4363.434472560883,259.31954707205296,93.33196991682053
Ireland,Men,1910-1919,All,0.4384764004947215,0,0
Ireland,Men,1920-1929,All,5.369225507876951,1.1408171030310186,0.789631774587761
Ireland,Men,1930-1939,All,18.33821649250712,2.6421927944280204,1.4646654187209491
Ireland,Men,1940-1949,All,32.816165326162505,5.766640700984757,2.470008818914039
Ireland,Men,1950-1959,All,47.00852151003792,7.452079350882775,5.400885488322768
Ireland,Men,1960-1969,All,55.68148856089942,15.362335874973823,8.202942533326523
Ireland,Men,1970-1979,All,37.79695357503954,9.158746858029202,2.867849757914766
Ireland,Men,1980-1989,All,15.171699565695139,6.286070886984074,2.487461865792289
Ireland,Women,1905-1909,All,0.09664917128765182,0.09664917128765182,0
Ireland,Women,1910-1919,All,0.1776369557960038,0.08098778450835198,0
Ireland,Women,1920-1929,All,5.977599224899731,1.0700164108022379,0.6024109703271407
Ireland,Women,1930-1939,All,15.47458166779241,2.77386113261554,1.6385041366399284
Ireland,Women,1940-1949,All,36.81470473223681,4.150466314053671,2.438725235208363
Ireland,Women,1950-1959,All,49.23537414329878,6.359285520215474,3.2907767018488694
Ireland,Women,1960-1969,All,61.770506823758225,7.204747174853822,3.859564158967919
Ireland,Women,1970-1979,All,40.52253039607034,5.450203331344313,0.7475310140104794
Ireland,Women,1980-1989,All,16.142326180870715,2.786736864158973,1.3484307549848658
Ireland,NA,1920-1929,All,0.08812220135806825,0.08812220135806825,0
Ireland,NA,1930-1939,All,0.6621929783815972,0.08812220135806825,0.08812220135806825
Ireland,NA,1940-1949,All,0.9694207384665603,0,0
Ireland,NA,1950-1959,All,0.7819830240875945,0.1620844909036947,0
Ireland,NA,1960-1969,All,0.517579715543178,0.19342831286601836,0
Italy,Men,1920-1929,All,7.352603002986669,0,0
Italy,Men,1930-1939,All,135.22376200916955,7.392594624511759,2.07586867810015
Italy,Men,1940-1949,All,268.8426493250629,29.284563924858595,12.20501381365672
Italy,Men,1950-1959,All,346.2828999059461,53.19549804084987,18.68810497036992
Italy,Men,1960-1969,All,439.3530534177278,128.60489432821024,52.96920265795274
Italy,Men,1970-1979,All,438.8827986066602,160.03191162578048,83.81078136839918
Italy,Men,1980-1989,All,159.99975830700043,89.51509072999181,43.68767521496064
Italy,Women,1920-1929,All,31.733677458247513,1.7025834276938383,0
Italy,Women,1930-1939,All,206.23674031707478,10.649801105467617,3.908976354446807
Italy,Women,1940-1949,All,319.9931157516006,37.82349574660443,19.17246973910106
Italy,Women,1950-1959,All,373.86619557710674,62.05064454956827,18.839072675961113
Italy,Women,1960-1969,All,500.9090013791766,129.89729116735936,43.39206852391228
Italy,Women,1970-1979,All,428.83466593623314,115.10205878180182,54.94076294974099
Italy,Women,1980-1989,All,164.9236870802357,67.52425295709206,21.34229051947633
Ivory Coast,Men,1950-1959,All,320.8088727667928,2.6789150536060333,0.28783300518989563
Ivory Coast,Men,1960-1969,All,750.3562077693641,24.98884218931198,9.604297190904617
Ivory Coast,Men,1970-1979,All,816.2229712456465,56.732207801193,35.95120196789503
Ivory Coast,Women,1960-1969,All,1056.568683348596,33.324902944266796,8.309975914657116
Ivory Coast,Women,1970-1979,All,1596.3905682340264,58.03644199669361,18.968683943152428
Kazakhstan,Men,1930-1939,All,32.537100315093994,3.8642882108688354,2.5761921405792236
Kazakhstan,Men,1940-1949,All,430.15183237195015,55.2367388010025,27.974417090415955
Kazakhstan,Men,1950-1959,All,901.8471495509148,106.69653704762459,68.2811042368412
Kazakhstan,Men,1960-1969,All,1342.3805575668812,188.80583563447,110.74880847334862
Kazakhstan,Men,1970-1979,All,1337.0871295928955,263.46692276000977,161.9007830619812
Kazakhstan,Men,1980-1989,All,482.41135597229004,92.04630470275879,59.88554763793945
Kazakhstan,Women,1920-1929,All,0,0,0
Kazakhstan,Women,1930-1939,All,49.296634554862976,12.114172458648682,8.652980327606201
Kazakhstan,Women,1940-1949,All,519.7100614607334,106.16243594884872,74.93280482292175
Kazakhstan,Women,1950-1959,All,2064.7805595993996,208.0494000017643,146.90889811515808
Kazakhstan,Women,1960-1969,All,2033.9618168473244,249.95569211244583,179.57358440756798
Kazakhstan,Women,1970-1979,All,1365.4499627947807,214.05218368768692,153.09008449316025
Kazakhstan,Women,1980-1989,All,529.6089179515839,70.24619030952454,51.30339741706848
Kenya,Men,1950-1959,All,44.48548178374767,0,0
Kenya,Men,1960-1969,All,1589.6098713092506,43.328406400978565,27.05542029440403
Kenya,Men,1970-1979,All,2630.135606534779,136.04004235565662,78.33085724711418
Kenya,Women,1960-1969,All,2430.216847706586,45.82332210242748,16.290035158395767
Kenya,Women,1970-1979,All,6484.567681636661,197.67399983853102,117.87662881612778
Kyrgyzstan,Men,1960-1969,All,400.56160320341587,7.5780841410160065,3.163049042224884
Kyrgyzstan,Men,1970-1979,All,463.32761915028095,25.398121803998947,9.966235041618347
Kyrgyzstan,Women,1960-1969,All,1316.350007660687,35.71616995334625,15.43285208940506
Kyrgyzstan,Women,1970-1979,All,1434.9391829818487,67.1536670923233,20.658304899930954
Latvia,Men,1920-1929,All,0.06384950446650173,0,0
Latvia,Men,1930-1939,All,2.766331087577736,0.294417240578392,0
Latvia,Men,1940-1949,All,6.903642968673013,0.7479745873240322,0.14937481292367316
Latvia,Men,1950-1959,All,9.04083392528149,0.39850553993290294,0.20948016131700475
Latvia,Men,1960-1969,All,14.80028868847684,1.656111191734153,0.2437259445379958
Latvia,Men,1970-1979,All,12.519098872510515,2.3043570596583027,0.5534898940696529
Latvia,Men,1980-1989,All,4.440516638508702,1.4858049222432124,0.835129969145596
Latvia,Women,1920-1929,All,0.4026397403601103,0.04312523681573022,0
Latvia,Women,1930-1939,All,5.789041568415552,0.7139160015936625,0.28343533685191513
Latvia,Women,1940-1949,All,10.856294070118437,0.2019495075422113,0.045292622060401744
Latvia,Women,1950-1959,All,16.674123265349902,1.2831674187703754,0.13226849885931635
Latvia,Women,1960-1969,All,15.633517171563737,0.8931659881226768,0.35973297862564246
Latvia,Women,1970-1979,All,14.081054806294024,1.5233925843346463,0.7942138827306571
Latvia,Women,1980-1989,All,4.420049485451743,0.48824151866562104,0.07065939329619342
Lesotho,Men,1950-1959,All,125.25855159014463,8.381916016340256,1.7230689823627472
Lesotho,Men,1960-1969,All,317.98785020411015,28.006248891353607,13.285595029592514
