country,sex,bc_cate,edu2,total_n,childless_n,never_in_union_n
France,Women,1960-1969,NA,31001.877059776172,4485.26953125,0
France,Women,1970-1979,High,51209.492281525614,3319.388857166163,3288.0950200461193
France,Women,1970-1979,Low,365973.69135956577,52234.3415507385,29239.452196487855
France,Women,1970-1979,NA,3527.3583984375,0,NA
France,Women,1980-1989,High,92.05276969029231,18.440565795947442,0
France,Women,1980-1989,Low,94.49635270561694,10.86918742934111,0
France,Women,1980-1989,NA,0.9349398595505676,0,NA
Gabon,Men,1950-1959,High,220.9425607137382,1.6227220073342323,0.6713910102844238
Gabon,Men,1950-1959,Low,138.51083950325847,2.139012023806572,1.134024016559124
Gabon,Men,1950-1959,NA,4.782522201538086,0,NA
Gabon,Men,1960-1969,High,543.8127264231443,17.240206755697727,0.06727900356054306
Gabon,Men,1960-1969,Low,383.82273663952947,11.710433017462492,5.552528008818626
Gabon,Men,1960-1969,NA,0.2457759976387024,0,NA
Gabon,Men,1970-1979,High,574.2394073083997,54.28034980595112,20.52016931772232
Gabon,Men,1970-1979,Low,376.98882523551583,46.802404064685106,26.00293879210949
Gabon,Men,1970-1979,NA,4.782522201538086,0,NA
Gabon,Women,1960-1969,High,686.2318191900849,23.080857306718826,4.975826069712639
Gabon,Women,1960-1969,Low,317.2395071648061,10.908912979066372,2.063583940267563
Gabon,Women,1970-1979,High,809.7852185107768,45.06265436857939,16.3650471419096
Gabon,Women,1970-1979,Low,489.5617972239852,22.307148203253746,4.203588008880615
Gabon,Women,1970-1979,NA,2.7395949363708496,0,NA
Gambia,Men,1960-1969,High,196.02016592025757,6.962630055844784,2.667541041970253
Gambia,Men,1960-1969,Low,170.37468856573105,1.049983024597168,0
Gambia,Men,1970-1979,High,402.69176000356674,27.166432805359364,18.463297940790653
Gambia,Men,1970-1979,Low,290.6133148148656,13.473248168826103,5.496038153767586
Gambia,Men,1980-1989,High,276.95073351264,53.02053201198578,40.129625022411346
Gambia,Men,1980-1989,Low,242.89756333082914,23.42259207367897,10.807246923446655
Gambia,Women,1970-1979,High,605.0571350157261,23.519405007362366,4.014748930931091
Gambia,Women,1970-1979,Low,1093.7788001075387,23.85464222729206,0.17915800213813782
Gambia,Women,1980-1989,High,621.2782672569156,51.19196607172489,12.111063987016678
Gambia,Women,1980-1989,Low,863.6084587424994,18.94715178012848,3.4182389676570892
Georgia,Men,1920-1929,High,36.659727692604065,1.7641822695732117,0
Georgia,Men,1920-1929,Low,34.99676114320755,0,NA
Georgia,Men,1920-1929,NA,48.44462043046951,3.0211058855056763,1.9771761894226074
Georgia,Men,1930-1939,High,154.83999890089035,13.281507015228271,5.518322944641113
Georgia,Men,1930-1939,Low,153.66126024723053,3.0211058855056763,1.0439296960830688
Georgia,Men,1930-1939,NA,185.50828289985657,11.860414147377014,7.043774902820587
Georgia,Men,1940-1949,High,208.0854971408844,9.612224757671356,2.8771464824676514
Georgia,Men,1940-1949,Low,182.67443877458572,9.733779549598694,3.7477495670318604
Georgia,Men,1940-1949,NA,67.22876232862473,7.914559245109558,0.9885880947113037
Georgia,Men,1950-1959,High,416.566148519516,36.99071741104126,29.099117398262024
Georgia,Men,1950-1959,Low,306.9869492650032,17.73806071281433,9.056527078151703
Georgia,Men,1950-1959,NA,38.8920818567276,2.0249667167663574,1.0363786220550537
Georgia,Men,1960-1969,High,514.5315673947334,83.31513899564743,60.329463839530945
Georgia,Men,1960-1969,Low,456.84433794021606,49.98189717531204,35.92961257696152
Georgia,Men,1960-1969,NA,40.0440319776535,11.04662936925888,8.269993245601654
Georgia,Men,1970-1979,High,25.450845777988434,12.700908243656158,9.537365674972534
Georgia,Men,1970-1979,Low,95.7030838727951,28.090126037597656,19.499346375465393
Georgia,Men,1970-1979,NA,3.1068897247314453,0,NA
Georgia,Women,1920-1929,High,55.9889280796051,11.722011744976044,6.388244092464447
Georgia,Women,1920-1929,Low,47.76248383522034,9.811189711093903,7.181658029556274
Georgia,Women,1920-1929,NA,91.6423082947731,11.639905571937561,7.16974014043808
Georgia,Women,1930-1939,High,205.3436599969864,33.42816960811615,22.427398562431335
Georgia,Women,1930-1939,Low,197.17764914035797,20.886910378932953,8.788628339767456
Georgia,Women,1930-1939,NA,247.18985760211945,24.400972068309784,13.782035946846008
Georgia,Women,1940-1949,High,286.9956805706024,41.31317180395126,30.452548325061798
Georgia,Women,1940-1949,Low,241.0028573870659,25.249051809310913,14.505084037780762
Georgia,Women,1940-1949,NA,112.1469835639,12.00913816690445,6.851894199848175
Georgia,Women,1950-1959,High,467.48868507146835,44.52839380502701,31.98204106092453
Georgia,Women,1950-1959,Low,362.4012496471405,38.08121758699417,26.344352304935455
Georgia,Women,1950-1959,NA,72.42917919158936,6.9093117117881775,3.6190181970596313
Georgia,Women,1960-1969,High,673.9096227884293,113.48265069723129,91.76344299316406
Georgia,Women,1960-1969,Low,429.3877183794975,37.818060636520386,27.197688221931458
Georgia,Women,1960-1969,NA,55.78411316871643,5.21072781085968,5.21072781085968
Georgia,Women,1970-1979,High,18.16295748949051,1.9911577105522156,0
Georgia,Women,1970-1979,Low,146.39922922849655,21.931844294071198,15.76935338973999
Georgia,Women,1970-1979,NA,15.948900401592255,0,NA
Germany,Men,1910-1919,High,4.576691977536818,0.8364813518962251,0
Germany,Men,1910-1919,Low,5.262582915626162,0,NA
Germany,Men,1920-1929,High,124.90317693364543,18.050453259742696,3.3720000088214874
Germany,Men,1920-1929,Low,167.21520637195502,30.609273732959167,8.252000033855438
Germany,Men,1920-1929,NA,8.058984960025782,2.7615704443295783,0
Germany,Men,1930-1939,High,439.9441802012607,82.02067473642573,24.040547202859358
Germany,Men,1930-1939,Low,708.9824868087462,111.99277884456106,24.88837076592265
Germany,Men,1930-1939,NA,35.26209099291842,5.762176503776885,0
Germany,Men,1940-1949,High,722.4048903783594,135.8318491178655,19.71399986743927
Germany,Men,1940-1949,Low,872.2852923935101,169.32119795407996,37.96334265992111
Germany,Men,1940-1949,NA,5.111999928951263,0.7919999957084656,0
Germany,Men,1950-1959,High,870.253368540683,195.35662786589742,43.54868015753668
Germany,Men,1950-1959,Low,1146.9899101706674,264.26821737807865,96.00642393795673
Germany,Men,1950-1959,NA,6.714522637754406,0.041745306585154296,0
Germany,Men,1960-1969,High,1147.4268106138609,393.84017379361,144.62728390396916
Germany,Men,1960-1969,Low,1264.798326557607,356.6014367422739,139.95647153096235
Germany,Men,1960-1969,NA,34.12200704161748,18.21838737314087,11.626999914646149
Germany,Men,1970-1979,High,254.37312275217016,85.07007279707068,18.420566513734713
Germany,Men,1970-1979,Low,458.02188029104127,161.11553081461608,57.21937061082723
Germany,Men,1970-1979,NA,2349.4507258640083,849.8852997645736,332.1527833342552
Germany,Men,1980-1989,High,102.60387358093647,45.87273786826722,3.3474162556092324
Germany,Men,1980-1989,Low,125.51357298932459,63.92897391292678,8.512224376806671
Germany,Women,1910-1919,High,22.875245128484615,0,NA
Germany,Women,1910-1919,Low,41.84994948114565,13.503500985762244,2.2184715925489087
Germany,Women,1920-1929,High,258.1654232641894,78.52078237531454,35.67081511920941
Germany,Women,1920-1929,Low,338.6532977177386,51.17218048557693,27.192958714283442
Germany,Women,1920-1929,NA,14.58595828520399,2.0248868483558624,0
Germany,Women,1930-1939,High,552.8750283103319,100.62037690880842,37.65447385570471
Germany,Women,1930-1939,Low,711.129152940236,100.99357162648226,36.77700522649491
Germany,Women,1930-1939,NA,22.74809752934722,10.782332186199724,6.773860601995466
Germany,Women,1940-1949,High,613.5256084763616,109.96033175445278,15.310774178991736
Germany,Women,1940-1949,Low,1053.805218928305,157.69007418917116,25.087619906358356
Germany,Women,1940-1949,NA,15.370978370401417,3.170278031484088,0
Germany,Women,1950-1959,High,816.494258632427,129.93833630133224,25.83469149553091
Germany,Women,1950-1959,Low,1346.3971986409151,192.04636236703416,38.1217425993469
Germany,Women,1950-1959,NA,20.95055847322351,11.914585642764393,0
Germany,Women,1960-1969,High,1050.1261100782353,207.22634700534235,66.489192032530255
Germany,Women,1960-1969,Low,1326.7318737004668,203.4153714540781,43.303905463894075
Germany,Women,1960-1969,NA,17.402983439814307,3.0160000026226044,3.0160000026226044
Germany,Women,1970-1979,High,272.5635322692762,44.55733161926253,5.931783190095416
Germany,Women,1970-1979,Low,434.1010694135129,88.0028516899745,19.63048824479776
Germany,Women,1970-1979,NA,2294.8161559434943,585.1794745773077,176.22059097886086
Germany,Women,1980-1989,High,102.80619993307863,29.62571792885791,5.218618962578603
Germany,Women,1980-1989,Low,93.69640152087197,5.2986197551008445,0
Ghana,Men,1950-1959,High,161.55946937203407,3.540256977081299,0
Ghana,Men,1950-1959,Low,64.30475302785635,1.2825920581817627,1.2825920581817627
Ghana,Men,1960-1969,High,455.9931538924575,21.970031917095184,14.021865010261536
Ghana,Men,1960-1969,Low,201.8307055979967,4.40763995051384,2.736543983221054
Ghana,Men,1970-1979,High,636.9473270103335,62.895116835832596,34.4987890124321
Ghana,Men,1970-1979,Low,283.3304019123316,12.052770026028156,6.227326035499573
Ghana,Women,1960-1969,High,468.08319264650345,13.685309886932373,1.0794099569320679
Ghana,Women,1960-1969,Low,398.4118405431509,5.041472017765045,0.5633670091629028
Ghana,Women,1970-1979,High,1333.6295235604048,74.4600051343441,21.47379195690155
Ghana,Women,1970-1979,Low,982.0838741958141,23.563171833753586,3.7600099742412567
Guatemala,Men,1950-1959,High,205.4866961836815,10.21383011341095,4.8081910610198975
Guatemala,Men,1950-1959,Low,332.8410011008382,11.542932152748108,5.674902051687241
Guatemala,Men,1960-1969,High,622.6055374369025,36.25464978814125,25.830776900053024
Guatemala,Men,1960-1969,Low,837.8458436504006,37.04752495884895,22.675639986991882
Guatemala,Men,1970-1979,High,1025.6674655377865,90.17172488570213,57.058028012514114
Guatemala,Men,1970-1979,Low,987.0503889322281,89.1911464035511,57.06643730401993
Guatemala,Men,1980-1989,High,17.154725909233093,1.8741299510002136,0.38695400953292847
Guatemala,Men,1980-1989,Low,28.788272947072983,2.549083948135376,2.549083948135376
Guatemala,Women,1960-1969,High,749.1198480576277,52.91491389274597,36.10170388221741
Guatemala,Women,1960-1969,Low,1274.2944318577647,43.60007098317146,28.540286988019943
Guatemala,Women,1970-1979,High,2330.196156606078,179.35568507015705,130.7150879651308
Guatemala,Women,1970-1979,Low,3120.817252010107,162.3373000472784,116.63005108386278
Guatemala,Women,1980-1989,High,63.86180439591408,10.336181998252869,7.112227082252502
Guatemala,Women,1980-1989,Low,95.52934011816978,9.223085045814514,7.030465066432953
Guinea,Men,1950-1959,High,10.609523057937622,0,NA
Guinea,Men,1950-1959,Low,26.876697838306427,0,NA
Guinea,Men,1960-1969,High,127.80361869931221,2.293024957180023,1.6545939445495605
Guinea,Men,1960-1969,Low,387.15953400731087,8.509126901626587,3.9934199452400208
Guinea,Men,1970-1979,High,248.29827666282654,14.763079106807709,5.786903023719788
Guinea,Men,1970-1979,Low,528.4603669345379,18.75996208190918,6.358137011528015
Guinea,Men,1980-1989,High,128.6221709549427,30.251103043556213,14.812882900238037
Guinea,Men,1980-1989,Low,234.21009036898613,24.336080729961395,14.056659817695618
Guinea,Women,1960-1969,High,17.272704124450684,0,NA
Guinea,Women,1960-1969,Low,153.93548119068146,11.052172005176544,2.9341059923171997
Guinea,Women,1970-1979,High,189.57627859711647,14.937831997871399,2.5267080068588257
Guinea,Women,1970-1979,Low,1727.4391225874424,72.0510136783123,9.004365980625153
Guinea,Women,1980-1989,High,152.74381075799465,13.083707094192505,5.47308611869812
Guinea,Women,1980-1989,Low,924.9870517402887,40.54204547405243,2.144752025604248
Guyana,Men,1950-1959,High,25.382278978824615,0.6650530099868774,0.3057270050048828
Guyana,Men,1950-1959,Low,20.40171992778778,0.5939149856567383,0
Guyana,Men,1960-1969,High,503.0768461227417,65.33903672546148,28.164340794086456
Guyana,Men,1960-1969,Low,379.2501817382872,47.79248560965061,26.21439692378044
Guyana,Men,1960-1969,NA,5.225929915904999,2.1915369033813477,2.1915369033813477
Guyana,Men,1970-1979,High,233.0459809526801,35.24977795034647,18.838852256536484
Guyana,Men,1970-1979,Low,172.79310597106814,27.116795897483826,11.541354984045029
Guyana,Men,1970-1979,NA,0.2620530128479004,0,NA
Guyana,Women,1950-1959,High,29.385446071624756,3.405602991580963,3.405602991580963
Guyana,Women,1950-1959,Low,25.960797160863876,0,NA
Guyana,Women,1960-1969,High,762.1138251051307,56.40009120106697,26.939214050769806
Guyana,Women,1960-1969,Low,481.4063006974757,36.60596992075443,13.433081954717636
Guyana,Women,1960-1969,NA,0.6188709735870361,0,NA
Guyana,Women,1970-1979,High,384.3959085121751,33.231180280447006,19.275945276021957
Guyana,Women,1970-1979,Low,226.80765878781676,13.853199064731598,6.657083034515381
Guyana,Women,1970-1979,NA,0.8422430157661438,0,NA
Haiti,Men,1950-1959,High,436.0344961732626,7.823677986860275,2.96567103266716
Haiti,Men,1950-1959,Low,667.3981836438179,13.424175798892975,8.775089800357819
Haiti,Men,1960-1969,High,847.7844287008047,31.84033612906933,13.093471020460129
Haiti,Men,1960-1969,Low,1061.0271817147732,29.4317889213562,15.613988101482391
Haiti,Men,1970-1979,High,1012.6096819341183,78.66360774636269,34.57229292392731
Haiti,Men,1970-1979,Low,1227.5953414589167,77.23049613833427,57.31796917319298
Haiti,Men,1980-1989,High,282.2152915894985,46.19547164440155,25.581950962543488
Haiti,Men,1980-1989,Low,319.0454774349928,32.63033699989319,21.718273013830185
Haiti,Women,1950-1959,High,104.45875291526318,0,NA
Haiti,Women,1950-1959,Low,347.2853443324566,0,NA
Haiti,Women,1960-1969,High,491.1621033474803,15.323891818523407,6.187425911426544
Haiti,Women,1960-1969,Low,716.0322785302997,7.68596488237381,1.174649953842163
Haiti,Women,1970-1979,High,1372.1929874047637,135.28870329260826,53.30805650353432
Haiti,Women,1970-1979,Low,1351.0627059787512,26.619344040751457,13.250082984566689
Haiti,Women,1980-1989,High,268.1700055897236,60.09706460684538,31.02501291036606
Haiti,Women,1980-1989,Low,456.70119308680296,18.10950767993927,10.919783771038055
Honduras,Men,1950-1959,High,334.3919190764427,13.029828116297722,7.0262951254844666
Honduras,Men,1950-1959,Low,413.0914299786091,20.638905689120293,8.283739894628525
Honduras,Men,1950-1959,NA,0.6897289752960205,0,NA
Honduras,Men,1960-1969,High,554.9468219727278,35.3025738298893,12.96120198071003
Honduras,Men,1960-1969,Low,574.8286307379603,35.36766782402992,18.35584492981434
Honduras,Men,1970-1979,High,603.3793355748057,60.05471031367779,33.35588218271732
Honduras,Men,1970-1979,Low,396.9699586033821,52.33594288676977,27.033994793891907
Honduras,Women,1960-1969,High,1696.3774580881,94.96081994473934,55.461214140057564
Honduras,Women,1960-1969,Low,1410.696188211441,44.911202132701874,26.03950211405754
Honduras,Women,1960-1969,NA,2.2024309635162354,0,NA
Honduras,Women,1970-1979,High,2290.374002173543,122.48585657775402,83.32911679148674
Honduras,Women,1970-1979,Low,1356.9286783486605,45.08709079027176,22.079755783081055
Hungary,Men,1910-1919,High,1.6850279361040919,0.35682898148893827,0
Hungary,Men,1910-1919,Low,1.315279285403534,0,NA
Hungary,Men,1920-1929,High,97.80368584151647,11.203367409790431,0.671913626571218
Hungary,Men,1920-1929,Low,103.94484606862679,12.436194895249491,2.294931163365648
Hungary,Men,1920-1929,NA,1.0745564699172974,0,NA
Hungary,Men,1930-1939,High,365.15849728516093,34.76569314717043,3.4206757074628467
Hungary,Men,1930-1939,Low,355.1712675218286,48.5985987610587,16.978948084666264
Hungary,Men,1930-1939,NA,8.136852159518199,0,NA
Hungary,Men,1940-1949,High,567.379968921283,60.65403557442973,11.31957691185809
Hungary,Men,1940-1949,Low,547.733223176095,74.56400594934469,23.69310629326322
Hungary,Men,1940-1949,NA,2.38511801188859,0,NA
Hungary,Men,1950-1959,High,756.2228002311357,89.5476017098309,41.694129466016825
Hungary,Men,1950-1959,Low,683.591768802096,108.19607807159619,57.360990663521065
Hungary,Men,1960-1969,High,667.3104243508958,159.11118514453807,75.33985374244881
Hungary,Men,1960-1969,Low,575.6142361913357,130.18258575335233,72.80467574035441
Hungary,Men,1970-1979,High,26.366787065076753,8.639168420779182,2.992545229522012
Hungary,Men,1970-1979,Low,72.72460530882152,24.956814373376783,12.421606163597467
Hungary,Men,1970-1979,NA,1.1525247493552655,0,NA
Hungary,Men,1980-1989,High,18.974810501566093,5.857257398712953,2.419022345776092
Hungary,Men,1980-1989,Low,15.784337280608582,5.1520529226516985,3.9714442686439675
Hungary,Women,1910-1919,High,1.258336173833138,0.3738661782266597,0
Hungary,Women,1910-1919,Low,1.217702015348399,0.3738661782266597,0
Hungary,Women,1920-1929,High,192.2094528927813,28.97552167105742,6.849995271493324
Hungary,Women,1920-1929,Low,187.53035583032118,34.726264091043376,7.814830335042348
Hungary,Women,1920-1929,NA,2.685384473125417,0,NA
Hungary,Women,1930-1939,High,537.1395420666911,67.08277407055428,17.636529307832685
Hungary,Women,1930-1939,Low,591.0921975837426,57.016943610707635,11.091889208225796
Hungary,Women,1930-1939,NA,7.07017964274854,0,NA
Hungary,Women,1940-1949,High,721.8601391202695,81.9157023029955,30.057644818252413
Hungary,Women,1940-1949,Low,667.8392384090696,55.347951084122876,8.630362762214554
Hungary,Women,1940-1949,NA,9.686948210243228,1.7220615148544312,1.7220615148544312
Hungary,Women,1950-1959,High,865.7997941751896,80.70781272606804,25.167105538011604
Hungary,Women,1950-1959,Low,764.1975305915009,57.699986426015656,16.351535365729845
Hungary,Women,1950-1959,NA,11.056766519815145,1.0186793804168701,0
Hungary,Women,1960-1969,High,630.1200768043884,68.4129372573912,25.903340208259305
Hungary,Women,1960-1969,Low,682.8341871018647,58.480926917062305,23.883420541484547
Hungary,Women,1960-1969,NA,1.8774376026912023,0,NA
Hungary,Women,1970-1979,High,43.907099767581784,14.894665738582027,5.804756413322728
Hungary,Women,1970-1979,Low,53.25682992908095,7.994939540249296,4.613537485058764
Hungary,Women,1970-1979,NA,1.7658613914472738,0,NA
Hungary,Women,1980-1989,High,12.054810054106813,3.645821065445478,0.9521559402288382
Hungary,Women,1980-1989,Low,16.023284323521178,4.446019396897878,0.5628183175044086
Iceland,Men,1920-1929,High,0.024876760683612442,0.024876760683612442,0.024876760683612442
Iceland,Men,1920-1929,Low,0.02582615839894009,0,NA
Iceland,Men,1920-1929,NA,0.05070291908255253,0.02582615839894009,0.02582615839894009
Iceland,Men,1930-1939,High,0.1998410534949957,0.024876760683612442,0
Iceland,Men,1930-1939,Low,0.09772246274241914,0.02582615839894009,0.02582615839894009
Iceland,Men,1930-1939,NA,0.049753521367224884,0,NA
Iceland,Men,1940-1949,High,0.45972931105752024,0,NA
Iceland,Men,1940-1949,Low,0.5245408330077401,0.0709469066281514,0.05070291908255253
Iceland,Men,1940-1949,NA,0.049753521367224884,0,NA
Iceland,Men,1950-1959,High,0.7864498925258911,0.017382033292429266,0.017382033292429266
Iceland,Men,1950-1959,Low,0.8587525250288579,0.06536473577481017,0.040487975091197725
Iceland,Men,1950-1959,NA,0.017382033292429266,0,NA
Iceland,Men,1960-1969,High,0.9820647442402117,0.024876760683612442,0
Iceland,Men,1960-1969,Low,1.566952406904349,0.2143119598744172,0.15470460052137458
Iceland,Men,1960-1969,NA,0.02582615839894009,0,NA
Iceland,Men,1970-1979,High,1.0495012737504101,0.09287607434022371,0.030958691446741238
Iceland,Men,1970-1979,Low,1.1673818537957037,0.09199661059885678,0
Iceland,Men,1970-1979,NA,0.044307360371100835,0,NA
Iceland,Men,1980-1989,High,0.640521378286131,0.061917382893482475,0
Iceland,Men,1980-1989,Low,0.5545186258079422,0,NA
Iceland,Women,1920-1929,High,0.04280228475055914,0,NA
Iceland,Women,1920-1929,Low,0.05116708455490482,0,NA
Iceland,Women,1930-1939,High,0.21447638302293281,0,NA
Iceland,Women,1930-1939,Low,0.1680253328222232,0,NA
Iceland,Women,1930-1939,NA,0.02558354227745241,0,NA
Iceland,Women,1940-1949,High,0.5247674622753111,0.01721874247310673,0
Iceland,Women,1940-1949,Low,0.6021641354430542,0,NA
Iceland,Women,1940-1949,NA,0.02558354227745241,0,NA
Iceland,Women,1950-1959,High,0.6282012475488976,0.01721874247310673,0
Iceland,Women,1950-1959,Low,0.810791386413507,0.019316615773217638,0
Iceland,Women,1950-1959,NA,0.05116708455490482,0,NA
Iceland,Women,1960-1969,High,0.9952383778346405,0.06002102722366587,0.01721874247310673
Iceland,Women,1960-1969,Low,1.0709810760385352,0.10270280257522302,0
Iceland,Women,1970-1979,High,1.0746073505514486,0.12563356604372444,0.0609599966151535
Iceland,Women,1970-1979,Low,1.2877345730687448,0.10458225502162133,0
Iceland,Women,1970-1979,NA,0.09057409383910375,0,NA
Iceland,Women,1980-1989,High,0.6334580138411914,0.03047999830757675,0
Iceland,Women,1980-1989,Low,0.47926219100591005,0,NA
India,Men,1960-1969,High,9012.499124318012,664.9968589325435,123.11867744475603
India,Men,1960-1969,Low,7739.212501312606,521.6088059858885,116.80787507467903
India,Men,1970-1979,High,14570.56954057247,1389.940745465341,479.73188871808816
India,Men,1970-1979,Low,10856.574185233912,850.295309399371,253.54416467854753
India,Men,1980-1989,High,1761.9999992724042,253.95329534786288,114.02501967689022
India,Men,1980-1989,Low,2042.3456576266326,195.39591389277484,74.58700461545959
India,Women,1960-1969,High,23146.850721446215,945.3308736921754,265.0793113360414
India,Women,1960-1969,Low,31054.172925003688,948.3174732180778,136.61314865970053
India,Women,1970-1979,High,80216.51506422576,3449.2351863464573,1069.1342499328312
India,Women,1970-1979,Low,86076.73104234866,2858.675469141337,619.1143576595932
India,Women,1980-1989,High,9312.759617530042,601.634976902511,242.2852803892456
India,Women,1980-1989,Low,13549.614971566596,601.6797433114843,151.00277827167884
Indonesia,Men,1960-1969,High,1209.154882222414,25.176863133907318,0
Indonesia,Men,1960-1969,Low,1196.1889026537538,24.15205690264702,0
Indonesia,Men,1960-1969,NA,9.349279880523682,0,NA
Indonesia,Men,1970-1979,High,1532.9539118111134,60.60917502641678,0
Indonesia,Men,1970-1979,Low,2047.8178516700864,85.2878050506115,0
Indonesia,Men,1970-1979,NA,8.390678942203522,0,NA
Indonesia,Men,1980-1989,High,442.3350518271327,29.016979157924652,0
Indonesia,Men,1980-1989,Low,593.3889995515347,29.74627584218979,0
Indonesia,Men,1980-1989,NA,1.4353599548339844,0,NA
Indonesia,Women,1960-1969,High,1245.4486289098859,87.01456374675035,36.26935110241175
Indonesia,Women,1960-1969,Low,1689.4779761731625,79.26881311833858,23.0150388777256
Indonesia,Women,1960-1969,NA,2.6769239604473114,0.925059974193573,0
Indonesia,Women,1970-1979,High,7310.802241355181,513.7922577038407,213.6684821397066
Indonesia,Women,1970-1979,Low,6971.965610645711,283.30488393455744,107.13355575501919
Indonesia,Women,1970-1979,NA,17.012498289346695,1.7750710397958755,0.4950159937143326
Indonesia,Women,1980-1989,High,1692.6680902838707,141.5491698384285,48.95591580867767
Indonesia,Women,1980-1989,Low,2670.766382277012,117.77037723362446,44.37605410814285
Indonesia,Women,1980-1989,NA,12.015416160225868,1.7353839874267578,0
Ireland,Men,1910-1919,High,0.1380347000816755,0,NA
Ireland,Men,1910-1919,Low,0.30044170041304596,0,NA
Ireland,Men,1920-1929,High,2.5220837226776953,0.28823924581116955,0.21313697294642253
Ireland,Men,1920-1929,Low,2.8471417851992564,0.852577857219849,0.5764948016413385
Ireland,Men,1930-1939,High,7.357603258161614,0.6145977247259289,0.26973957369207646
Ireland,Men,1930-1939,Low,10.980613234345505,2.0275950697020915,1.1949258450288727
Ireland,Men,1930-1939,NA,0.19585768874421694,0.04563683853769396,0.04563683853769396
Ireland,Men,1940-1949,High,15.198943472398529,1.7007687909429943,0.4428638494783508
Ireland,Men,1940-1949,Low,17.61722185376398,4.065871910041763,2.027144969435688
Ireland,Men,1940-1949,NA,0.6477608739973668,0.16637594994013494,0.07510227286474702
Ireland,Men,1950-1959,High,23.684719704026115,2.977981684811543,1.8505990700227324
Ireland,Men,1950-1959,Low,23.32380180601181,4.4740976660712315,3.5502864183000358
Ireland,Men,1950-1959,NA,1.1593790794545749,0.22251765958987857,0.09340763952657483
Ireland,Men,1960-1969,High,29.142815313490527,6.935931753593086,2.944924518811082
Ireland,Men,1960-1969,Low,26.53867324740889,8.426404121380736,5.258018014515441
Ireland,Men,1960-1969,NA,0.709116981034347,0.05976751398129121,0.05976751398129121
Ireland,Men,1970-1979,High,21.217309103159415,5.6274577944867,1.466169961373994
Ireland,Men,1970-1979,Low,16.579644471880123,3.531289063542502,1.4016797965407721
Ireland,Men,1970-1979,NA,0.20574302962446156,0.13716201974964104,0
Ireland,Men,1980-1989,High,9.14671719281312,5.042688274845997,1.520721481940838
Ireland,Men,1980-1989,Low,6.024982372882019,1.243382612138077,0.9667403838514512
Ireland,Men,1980-1989,NA,0.47066292292672607,0.1796318706811597,0
Ireland,Women,1905-1909,High,0.09664917128765182,0.09664917128765182,0
Ireland,Women,1910-1919,High,0.09664917128765182,0,NA
Ireland,Women,1910-1919,Low,0.08098778450835198,0.08098778450835198,0
Ireland,Women,1920-1929,High,3.2032122557150133,0.5370845725980886,0.15046691663134348
Ireland,Women,1920-1929,Low,2.774386969184718,0.5329318382041492,0.45194405369579727
Ireland,Women,1930-1939,High,7.153454900141433,1.723164592164625,0.9159114686163607
Ireland,Women,1930-1939,Low,8.321126767650977,1.050696540450915,0.7225926680235677
Ireland,Women,1930-1939,NA,0.3660956934766686,0.07612720879757529,0.07612720879757529
Ireland,Women,1940-1949,High,15.284340015629333,2.1106423335971534,1.360325674576612
Ireland,Women,1940-1949,Low,21.53036471660748,2.0398239804565175,1.078399560631751
Ireland,Women,1940-1949,NA,0.16145323603107498,0,NA
Ireland,Women,1950-1959,High,21.54387026313421,3.834269254701621,1.818432081390843
Ireland,Women,1950-1959,Low,27.691503880164568,2.5250162655138535,1.4723446204580264
Ireland,Women,1950-1959,NA,0.2598899082825339,0.05381774534369166,0
Ireland,Women,1960-1969,High,26.081253258497508,3.0197211485827617,1.7331056771469693
Ireland,Women,1960-1969,Low,35.68925356526072,4.185026026271061,2.1264584818209498
Ireland,Women,1960-1969,NA,0.10234111390475231,0,NA
Ireland,Women,1970-1979,High,21.090772153051716,3.4878276246113296,0.5013106806233778
Ireland,Women,1970-1979,Low,19.431758243018624,1.9623757067329834,0.2462203333871016
Ireland,Women,1970-1979,NA,0.31922923524993996,0,NA
Ireland,Women,1980-1989,High,11.37925741770344,2.0029932762845006,0.9141347439358789
Ireland,Women,1980-1989,Low,4.763068763167273,0.7837435878744725,0.43429601104898685
Ireland,NA,1920-1929,High,0.08812220135806825,0.08812220135806825,0
Ireland,NA,1930-1939,High,0.25010609441437026,0,NA
Ireland,NA,1930-1939,Low,0.4120868839672269,0.08812220135806825,0.08812220135806825
Ireland,NA,1940-1949,High,0.5287714699123143,0,NA
Ireland,NA,1940-1949,Low,0.440649268554246,0,NA
Ireland,NA,1950-1959,High,0.45781404228020506,0,NA
Ireland,NA,1950-1959,Low,0.3241689818073894,0.1620844909036947,0
Ireland,NA,1960-1969,High,0.3241514026771597,0,NA
Ireland,NA,1960-1969,Low,0.19342831286601836,0.19342831286601836,0
Italy,Men,1920-1929,High,1.7908019266370658,0,NA
Italy,Men,1920-1929,Low,5.561801076349603,0,NA
Italy,Men,1920-1929,NA,1.9424896894221177,0,NA
Italy,Men,1930-1939,High,43.05590877609949,1.384784114222903,0
Italy,Men,1930-1939,Low,92.16785323307005,6.007810510288856,2.07586867810015
Italy,Men,1930-1939,NA,4.092370188097831,0,NA
Italy,Men,1940-1949,High,81.50767536153421,13.006006209871884,4.732210302381851
Italy,Men,1940-1949,Low,187.3349739635287,16.27855771498671,7.4728035112748685
Italy,Men,1940-1949,NA,11.441836254181794,1.8400213860561578,0
